Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	22.013157095	22.307452808	0.0	22050.0	0.294	22050.0		
1	Spectrogram 1	1	22.013157095	22.307452808	0.0	22050.0	0.294	22050.0	-52.3	
2	Waveform 1	1	22.562509093	22.783230878	0.0	22050.0	0.221	22050.0		
2	Spectrogram 1	1	22.562509093	22.783230878	0.0	22050.0	0.221	22050.0	-53.2	
3	Waveform 1	1	25.113071943	25.554515513	0.0	22050.0	0.441	22050.0		
3	Spectrogram 1	1	25.113071943	25.554515513	0.0	22050.0	0.441	22050.0	-47.1	
4	Waveform 1	1	25.848811226	26.280444940	0.0	22050.0	0.432	22050.0		
4	Spectrogram 1	1	25.848811226	26.280444940	0.0	22050.0	0.432	22050.0	-46.4	
5	Waveform 1	1	26.550216010	27.006374366	0.0	22050.0	0.456	22050.0		
5	Spectrogram 1	1	26.550216010	27.006374366	0.0	22050.0	0.456	22050.0	-47.7	
6	Waveform 1	1	27.182951794	27.599870722	0.0	22050.0	0.417	22050.0		
6	Spectrogram 1	1	27.182951794	27.599870722	0.0	22050.0	0.417	22050.0	-46.8	
7	Waveform 1	1	27.831868693	28.278217192	0.0	22050.0	0.446	22050.0		
7	Spectrogram 1	1	27.831868693	28.278217192	0.0	22050.0	0.446	22050.0	-46.9	
8	Waveform 1	1	32.035392467	32.437596609	0.0	22050.0	0.402	22050.0		
8	Spectrogram 1	1	32.035392467	32.437596609	0.0	22050.0	0.402	22050.0	-45.9	
9	Waveform 1	1	33.537010545	33.743017544	0.0	22050.0	0.206	22050.0		
9	Spectrogram 1	1	33.537010545	33.743017544	0.0	22050.0	0.206	22050.0	-45.8	
10	Waveform 1	1	33.743017544	33.958834401	0.0	22050.0	0.216	22050.0		
10	Spectrogram 1	1	33.743017544	33.958834401	0.0	22050.0	0.216	22050.0	-42.6	
11	Waveform 1	1	33.934309758	34.184461114	0.0	22050.0	0.250	22050.0		
11	Spectrogram 1	1	33.934309758	34.184461114	0.0	22050.0	0.250	22050.0	-42.7	
12	Waveform 1	1	34.184461114	34.434612471	0.0	22050.0	0.250	22050.0		
12	Spectrogram 1	1	34.184461114	34.434612471	0.0	22050.0	0.250	22050.0	-42.9	
13	Waveform 1	1	34.434612471	34.738718041	0.0	22050.0	0.304	22050.0		
13	Spectrogram 1	1	34.434612471	34.738718041	0.0	22050.0	0.304	22050.0	-45.3	
14	Waveform 1	1	34.851531398	35.533316467	0.0	22050.0	0.682	22050.0		
14	Spectrogram 1	1	34.851531398	35.533316467	0.0	22050.0	0.682	22050.0	-47.8	
15	Waveform 1	1	35.651034753	36.273960680	0.0	22050.0	0.623	22050.0		
15	Spectrogram 1	1	35.651034753	36.273960680	0.0	22050.0	0.623	22050.0	-49.7	
16	Waveform 1	1	36.416203608	37.068559106	0.0	22050.0	0.652	22050.0		
16	Spectrogram 1	1	36.416203608	37.068559106	0.0	22050.0	0.652	22050.0	-49.9	
17	Waveform 1	1	37.240574962	37.441677033	0.0	22050.0	0.201	22050.0		
17	Spectrogram 1	1	37.240574962	37.441677033	0.0	22050.0	0.201	22050.0	-50.8	
18	Waveform 1	1	37.485821390	37.740877675	0.0	22050.0	0.255	22050.0		
18	Spectrogram 1	1	37.485821390	37.740877675	0.0	22050.0	0.255	22050.0	-45.8	
19	Waveform 1	1	37.740877675	37.961599460	0.0	22050.0	0.221	22050.0		
19	Spectrogram 1	1	37.740877675	37.961599460	0.0	22050.0	0.221	22050.0	-43.7	
20	Waveform 1	1	37.961599460	38.197036030	0.0	22050.0	0.235	22050.0		
20	Spectrogram 1	1	37.961599460	38.197036030	0.0	22050.0	0.235	22050.0	-44.1	
21	Waveform 1	1	39.325169599	39.565511098	0.0	22050.0	0.240	22050.0		
21	Spectrogram 1	1	39.325169599	39.565511098	0.0	22050.0	0.240	22050.0	-46.4	
22	Waveform 1	1	45.670954656	45.896581370	0.0	22050.0	0.226	22050.0		
22	Spectrogram 1	1	45.670954656	45.896581370	0.0	22050.0	0.226	22050.0	-43.7	
23	Waveform 1	1	50.793166400	51.062937470	0.0	22050.0	0.270	22050.0		
23	Spectrogram 1	1	50.793166400	51.062937470	0.0	22050.0	0.270	22050.0	-45.0	
24	Waveform 1	1	51.151226184	51.376852898	0.0	22050.0	0.226	22050.0		
24	Spectrogram 1	1	51.151226184	51.376852898	0.0	22050.0	0.226	22050.0	-44.4	
25	Waveform 1	1	51.376852898	51.636814112	0.0	22050.0	0.260	22050.0		
25	Spectrogram 1	1	51.376852898	51.636814112	0.0	22050.0	0.260	22050.0	-44.3	
26	Waveform 1	1	57.687180326	58.153148539	0.0	22050.0	0.466	22050.0		
26	Spectrogram 1	1	57.687180326	58.153148539	0.0	22050.0	0.466	22050.0	-41.5	
27	Waveform 1	1	58.172768253	58.697595609	0.0	22050.0	0.525	22050.0		
27	Spectrogram 1	1	58.172768253	58.697595609	0.0	22050.0	0.525	22050.0	-38.2	
28	Waveform 1	1	61.834457487	62.074798986	0.0	22050.0	0.240	22050.0		
28	Spectrogram 1	1	61.834457487	62.074798986	0.0	22050.0	0.240	22050.0	-41.4	
29	Waveform 1	1	62.074798986	62.315140485	0.0	22050.0	0.240	22050.0		
29	Spectrogram 1	1	62.074798986	62.315140485	0.0	22050.0	0.240	22050.0	-40.1	
30	Waveform 1	1	62.315140485	62.526052413	0.0	22050.0	0.211	22050.0		
30	Spectrogram 1	1	62.315140485	62.526052413	0.0	22050.0	0.211	22050.0	-39.2	
31	Waveform 1	1	62.526052413	62.761488984	0.0	22050.0	0.235	22050.0		
31	Spectrogram 1	1	62.526052413	62.761488984	0.0	22050.0	0.235	22050.0	-38.9	
32	Waveform 1	1	62.761488984	63.006735412	0.0	22050.0	0.245	22050.0		
32	Spectrogram 1	1	62.761488984	63.006735412	0.0	22050.0	0.245	22050.0	-37.7	
33	Waveform 1	1	74.393617600	74.609434457	0.0	22050.0	0.216	22050.0		
33	Spectrogram 1	1	74.393617600	74.609434457	0.0	22050.0	0.216	22050.0	-43.6	
34	Waveform 1	1	86.541520107	86.791671463	0.0	22050.0	0.250	22050.0		
34	Spectrogram 1	1	86.541520107	86.791671463	0.0	22050.0	0.250	22050.0	-44.5	
35	Waveform 1	1	93.962630406	94.129397977	0.0	22050.0	0.167	22050.0		
35	Spectrogram 1	1	93.962630406	94.129397977	0.0	22050.0	0.167	22050.0	-51.0	
36	Waveform 1	1	94.202971905	94.389359191	0.0	22050.0	0.186	22050.0		
36	Spectrogram 1	1	94.202971905	94.389359191	0.0	22050.0	0.186	22050.0	-47.9	
37	Waveform 1	1	94.389359191	94.629700690	0.0	22050.0	0.240	22050.0		
37	Spectrogram 1	1	94.389359191	94.629700690	0.0	22050.0	0.240	22050.0	-47.5	
38	Waveform 1	1	94.629700690	94.874947118	0.0	22050.0	0.245	22050.0		
38	Spectrogram 1	1	94.629700690	94.874947118	0.0	22050.0	0.245	22050.0	-45.0	
39	Waveform 1	1	94.884756975	95.120193546	0.0	22050.0	0.235	22050.0		
39	Spectrogram 1	1	94.884756975	95.120193546	0.0	22050.0	0.235	22050.0	-44.1	
40	Waveform 1	1	95.130003403	95.340915331	0.0	22050.0	0.211	22050.0		
40	Spectrogram 1	1	95.130003403	95.340915331	0.0	22050.0	0.211	22050.0	-42.5	
41	Waveform 1	1	95.635966949	96.057790805	0.0	22050.0	0.422	22050.0		
41	Spectrogram 1	1	95.635966949	96.057790805	0.0	22050.0	0.422	22050.0	-38.3	
42	Waveform 1	1	96.146079519	96.636572375	0.0	22050.0	0.490	22050.0		
