Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	30.901680484	31.484204536	0.0	22050.0	0.583	22050.0		
1	Spectrogram 1	1	30.901680484	31.484204536	0.0	22050.0	0.583	22050.0	-50.4	
2	Waveform 1	1	46.687122336	47.233238634	0.0	22050.0	0.546	22050.0		
2	Spectrogram 1	1	46.687122336	47.233238634	0.0	22050.0	0.546	22050.0	-48.0	
3	Waveform 1	1	47.261555775	47.710584732	0.0	22050.0	0.449	22050.0		
3	Spectrogram 1	1	47.261555775	47.710584732	0.0	22050.0	0.449	22050.0	-45.6	
4	Waveform 1	1	47.734856567	47.908804722	0.0	22050.0	0.174	22050.0		
4	Spectrogram 1	1	47.734856567	47.908804722	0.0	22050.0	0.174	22050.0	-51.1	
5	Waveform 1	1	47.937121863	48.349743066	0.0	22050.0	0.413	22050.0		
5	Spectrogram 1	1	47.937121863	48.349743066	0.0	22050.0	0.413	22050.0	-47.8	
6	Waveform 1	1	52.009263913	52.514927152	0.0	22050.0	0.506	22050.0		
6	Spectrogram 1	1	52.009263913	52.514927152	0.0	22050.0	0.506	22050.0	-50.3	
7	Waveform 1	1	61.691799507	62.266232947	0.0	22050.0	0.574	22050.0		
7	Spectrogram 1	1	61.691799507	62.266232947	0.0	22050.0	0.574	22050.0	-48.6	
8	Waveform 1	1	76.051867569	76.456398160	0.0	22050.0	0.405	22050.0		
8	Spectrogram 1	1	76.051867569	76.456398160	0.0	22050.0	0.405	22050.0	-51.8	
9	Waveform 1	1	76.828566305	77.322093626	0.0	22050.0	0.494	22050.0		
9	Spectrogram 1	1	76.828566305	77.322093626	0.0	22050.0	0.494	22050.0	-51.6	
10	Waveform 1	1	149.986751180	150.273967900	0.0	22050.0	0.287	22050.0		
10	Spectrogram 1	1	149.986751180	150.273967900	0.0	22050.0	0.287	22050.0	-51.3	
11	Waveform 1	1	173.256029372	173.490657115	0.0	22050.0	0.235	22050.0		
11	Spectrogram 1	1	173.256029372	173.490657115	0.0	22050.0	0.235	22050.0	-50.0	
12	Waveform 1	1	183.798658764	184.045422425	0.0	22050.0	0.247	22050.0		
12	Spectrogram 1	1	183.798658764	184.045422425	0.0	22050.0	0.247	22050.0	-51.4	
13	Waveform 1	1	209.742576839	209.944842134	0.0	22050.0	0.202	22050.0		
13	Spectrogram 1	1	209.742576839	209.944842134	0.0	22050.0	0.202	22050.0	-47.2	
14	Waveform 1	1	220.902190814	221.173226311	0.0	22050.0	0.271	22050.0		
14	Spectrogram 1	1	220.902190814	221.173226311	0.0	22050.0	0.271	22050.0	-51.5	
15	Waveform 1	1	226.907831428	227.150549783	0.0	22050.0	0.243	22050.0		
15	Spectrogram 1	1	226.907831428	227.150549783	0.0	22050.0	0.243	22050.0	-45.5	
16	Waveform 1	1	227.490355479	227.700711387	0.0	22050.0	0.210	22050.0		
16	Spectrogram 1	1	227.490355479	227.700711387	0.0	22050.0	0.210	22050.0	-48.5	
