Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	137.065682771	137.489071211	0.0	22050.0	0.423	22050.0		sqs.01_flight_01
1	Spectrogram 1	1	137.065682771	137.489071211	0.0	22050.0	0.423	22050.0	-48.2	sqs.01_flight_01
2	Waveform 1	1	262.096479889	262.345531913	0.0	22050.0	0.249	22050.0		
2	Spectrogram 1	1	262.096479889	262.345531913	0.0	22050.0	0.249	22050.0	-47.3	
3	Waveform 1	1	276.017410118	276.303819945	0.0	22050.0	0.286	22050.0		
3	Spectrogram 1	1	276.017410118	276.303819945	0.0	22050.0	0.286	22050.0	-47.3	
4	Waveform 1	1	276.409667056	276.733434686	0.0	22050.0	0.324	22050.0		
4	Spectrogram 1	1	276.409667056	276.733434686	0.0	22050.0	0.324	22050.0	-48.0	
5	Waveform 1	1	280.080274441	280.503662881	0.0	22050.0	0.423	22050.0		
5	Spectrogram 1	1	280.080274441	280.503662881	0.0	22050.0	0.423	22050.0	-47.9	
6	Waveform 1	1	284.027749016	284.326611445	0.0	22050.0	0.299	22050.0		
6	Spectrogram 1	1	284.027749016	284.326611445	0.0	22050.0	0.299	22050.0	-47.1	
7	Waveform 1	1	289.118388990	289.485740724	0.0	22050.0	0.367	22050.0		
7	Spectrogram 1	1	289.118388990	289.485740724	0.0	22050.0	0.367	22050.0	-50.1	
8	Waveform 1	1	313.282485084	313.581347513	0.0	22050.0	0.299	22050.0		
8	Spectrogram 1	1	313.282485084	313.581347513	0.0	22050.0	0.299	22050.0	-48.1	
9	Waveform 1	1	318.424265714	318.785391148	0.0	22050.0	0.361	22050.0		sqs.02_flight_02
9	Spectrogram 1	1	318.424265714	318.785391148	0.0	22050.0	0.361	22050.0	-48.5	sqs.02_flight_02
