Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	0.277231706	0.490836464	0.0	22050.0	0.214	22050.0		
1	Spectrogram 1	1	0.277231706	0.490836464	0.0	22050.0	0.214	22050.0	-50.4	
2	Waveform 1	1	0.531739502	0.754433824	0.0	22050.0	0.223	22050.0		
2	Spectrogram 1	1	0.531739502	0.754433824	0.0	22050.0	0.223	22050.0	-51.1	
3	Waveform 1	1	0.777157734	1.031665530	0.0	22050.0	0.255	22050.0		
3	Spectrogram 1	1	0.777157734	1.031665530	0.0	22050.0	0.255	22050.0	-48.5	
4	Waveform 1	1	1.086202915	1.272538980	0.0	22050.0	0.186	22050.0		
4	Spectrogram 1	1	1.086202915	1.272538980	0.0	22050.0	0.186	22050.0	-50.7	
5	Waveform 1	1	1.286173326	1.577039379	0.0	22050.0	0.291	22050.0		
5	Spectrogram 1	1	1.286173326	1.577039379	0.0	22050.0	0.291	22050.0	-53.0	
6	Waveform 1	1	1.645211110	1.813368046	0.0	22050.0	0.168	22050.0		
6	Spectrogram 1	1	1.645211110	1.813368046	0.0	22050.0	0.168	22050.0	-52.8	
7	Waveform 1	1	1.904263688	2.136047573	0.0	22050.0	0.232	22050.0		
7	Spectrogram 1	1	1.904263688	2.136047573	0.0	22050.0	0.232	22050.0	-51.3	
8	Waveform 1	1	2.326928420	2.526898831	0.0	22050.0	0.200	22050.0		
8	Spectrogram 1	1	2.326928420	2.526898831	0.0	22050.0	0.200	22050.0	-52.5	
9	Waveform 1	1	2.581436216	2.804130538	0.0	22050.0	0.223	22050.0		
9	Spectrogram 1	1	2.581436216	2.804130538	0.0	22050.0	0.223	22050.0	-53.0	
10	Waveform 1	1	2.881391833	3.131354847	0.0	22050.0	0.250	22050.0		
10	Spectrogram 1	1	2.881391833	3.131354847	0.0	22050.0	0.250	22050.0	-51.9	
11	Waveform 1	1	3.154078757	3.372228296	0.0	22050.0	0.218	22050.0		
11	Spectrogram 1	1	3.154078757	3.372228296	0.0	22050.0	0.218	22050.0	-52.0	
12	Waveform 1	1	3.399496989	3.640370439	0.0	22050.0	0.241	22050.0		
12	Spectrogram 1	1	3.399496989	3.640370439	0.0	22050.0	0.241	22050.0	-49.5	
13	Waveform 1	1	3.685818259	3.935781273	0.0	22050.0	0.250	22050.0		
13	Spectrogram 1	1	3.685818259	3.935781273	0.0	22050.0	0.250	22050.0	-51.3	
14	Waveform 1	1	3.972139530	4.208468197	0.0	22050.0	0.236	22050.0		
14	Spectrogram 1	1	3.972139530	4.208468197	0.0	22050.0	0.236	22050.0	-51.3	
15	Waveform 1	1	4.435707301	4.631132930	0.0	22050.0	0.195	22050.0		
15	Spectrogram 1	1	4.435707301	4.631132930	0.0	22050.0	0.195	22050.0	-51.4	
16	Waveform 1	1	4.681125533	4.858372034	0.0	22050.0	0.177	22050.0		
