Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	33.442922484	33.811457600	0.0	22050.0	0.369	22050.0		
1	Spectrogram 1	1	33.442922484	33.811457600	0.0	22050.0	0.369	22050.0	-42.6	
2	Waveform 1	1	33.784752157	34.105217475	0.0	22050.0	0.320	22050.0		
2	Spectrogram 1	1	33.784752157	34.105217475	0.0	22050.0	0.320	22050.0	-43.7	
3	Waveform 1	1	36.179617479	36.542811506	0.0	22050.0	0.363	22050.0		
3	Spectrogram 1	1	36.179617479	36.542811506	0.0	22050.0	0.363	22050.0	-46.1	
4	Waveform 1	1	39.460009302	39.796497886	0.0	22050.0	0.336	22050.0		
4	Spectrogram 1	1	39.460009302	39.796497886	0.0	22050.0	0.336	22050.0	-42.4	
5	Waveform 1	1	44.345879960	44.639639835	0.0	22050.0	0.294	22050.0		
5	Spectrogram 1	1	44.345879960	44.639639835	0.0	22050.0	0.294	22050.0	-46.1	
6	Waveform 1	1	49.262833750	49.626027777	0.0	22050.0	0.363	22050.0		
6	Spectrogram 1	1	49.262833750	49.626027777	0.0	22050.0	0.363	22050.0	-44.7	
7	Waveform 1	1	58.655357773	59.007869623	0.0	22050.0	0.353	22050.0		
7	Spectrogram 1	1	58.655357773	59.007869623	0.0	22050.0	0.353	22050.0	-44.7	
8	Waveform 1	1	62.673914040	63.005061535	0.0	22050.0	0.331	22050.0		
8	Spectrogram 1	1	62.673914040	63.005061535	0.0	22050.0	0.331	22050.0	-43.2	
9	Waveform 1	1	67.428446326	67.732888379	0.0	22050.0	0.304	22050.0		
9	Spectrogram 1	1	67.428446326	67.732888379	0.0	22050.0	0.304	22050.0	-46.4	
10	Waveform 1	1	68.202904179	68.534051674	0.0	22050.0	0.331	22050.0		
10	Spectrogram 1	1	68.202904179	68.534051674	0.0	22050.0	0.331	22050.0	-46.6	
11	Waveform 1	1	83.427766181	83.790960208	0.0	22050.0	0.363	22050.0		
11	Spectrogram 1	1	83.427766181	83.790960208	0.0	22050.0	0.363	22050.0	-46.9	
12	Waveform 1	1	94.876609329	95.159687027	0.0	22050.0	0.283	22050.0		
12	Spectrogram 1	1	94.876609329	95.159687027	0.0	22050.0	0.283	22050.0	-46.1	
13	Waveform 1	1	100.307271028	100.622395258	0.0	22050.0	0.315	22050.0		
13	Spectrogram 1	1	100.307271028	100.622395258	0.0	22050.0	0.315	22050.0	-46.5	
14	Waveform 1	1	100.937519487	101.225938274	0.0	22050.0	0.288	22050.0		
14	Spectrogram 1	1	100.937519487	101.225938274	0.0	22050.0	0.288	22050.0	-47.9	
15	Waveform 1	1	109.585574158	109.916721653	0.0	22050.0	0.331	22050.0		
15	Spectrogram 1	1	109.585574158	109.916721653	0.0	22050.0	0.331	22050.0	-46.2	
16	Waveform 1	1	142.587244318	142.955779434	0.0	22050.0	0.369	22050.0		
16	Spectrogram 1	1	142.587244318	142.955779434	0.0	22050.0	0.369	22050.0	-47.2	
17	Waveform 1	1	144.729020861	145.049486179	0.0	22050.0	0.320	22050.0		
17	Spectrogram 1	1	144.729020861	145.049486179	0.0	22050.0	0.320	22050.0	-47.6	
18	Waveform 1	1	146.990358967	147.316165373	0.0	22050.0	0.326	22050.0		
18	Spectrogram 1	1	146.990358967	147.316165373	0.0	22050.0	0.326	22050.0	-46.7	
19	Waveform 1	1	149.425895385	149.778407235	0.0	22050.0	0.353	22050.0		
19	Spectrogram 1	1	149.425895385	149.778407235	0.0	22050.0	0.353	22050.0	-47.2	
20	Waveform 1	1	168.208885399	168.502645274	0.0	22050.0	0.294	22050.0		
20	Spectrogram 1	1	168.208885399	168.502645274	0.0	22050.0	0.294	22050.0	-51.5	
21	Waveform 1	1	170.179747106	170.468165892	0.0	22050.0	0.288	22050.0		
21	Spectrogram 1	1	170.179747106	170.468165892	0.0	22050.0	0.288	22050.0	-47.1	
22	Waveform 1	1	170.911344598	171.226468827	0.0	22050.0	0.315	22050.0		
22	Spectrogram 1	1	170.911344598	171.226468827	0.0	22050.0	0.315	22050.0	-46.6	
23	Waveform 1	1	174.972629574	175.255707272	0.0	22050.0	0.283	22050.0		
23	Spectrogram 1	1	174.972629574	175.255707272	0.0	22050.0	0.283	22050.0	-49.1	
24	Waveform 1	1	175.261048360	175.544126058	0.0	22050.0	0.283	22050.0		
24	Spectrogram 1	1	175.261048360	175.544126058	0.0	22050.0	0.283	22050.0	-49.0	
25	Waveform 1	1	175.560149324	175.779133958	0.0	22050.0	0.219	22050.0		
25	Spectrogram 1	1	175.560149324	175.779133958	0.0	22050.0	0.219	22050.0	-48.2	
26	Waveform 1	1	179.507082594	179.827547912	0.0	22050.0	0.320	22050.0		
26	Spectrogram 1	1	179.507082594	179.827547912	0.0	22050.0	0.320	22050.0	-43.7	
