Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	5.626723710	6.116383510	0.000	22050.000	SAT.01_perched_01
1	Spectrogram 1	1	5.626723710	6.116383510	0.000	22050.000	SAT.01_perched_01
2	Waveform 1	1	20.542359314	20.944395781	0.000	22050.000	SAT.01_perched_02
2	Spectrogram 1	1	20.542359314	20.944395781	0.000	22050.000	SAT.01_perched_02
3	Waveform 1	1	22.075814873	22.364456439	0.000	22050.000	SAT.01_perched_03
3	Spectrogram 1	1	22.075814873	22.364456439	0.000	22050.000	SAT.01_perched_03
4	Waveform 1	1	27.976148095	28.269943975	0.000	22050.000	SAT.01_perched_04
4	Spectrogram 1	1	27.976148095	28.269943975	0.000	22050.000	SAT.01_perched_04
5	Waveform 1	1	29.932043588	30.303154173	0.000	22050.000	SAT.01_perched_05
5	Spectrogram 1	1	29.932043588	30.303154173	0.000	22050.000	SAT.01_perched_05
6	Waveform 1	1	33.952075160	34.338648687	0.000	22050.000	SAT.01_perched_06
6	Spectrogram 1	1	33.952075160	34.338648687	0.000	22050.000	SAT.01_perched_06
7	Waveform 1	1	38.205470061	38.674512607	0.000	22050.000	SAT.01_perched_07
7	Spectrogram 1	1	38.205470061	38.674512607	0.000	22050.000	SAT.01_perched_07
8	Waveform 1	1	40.931888091	41.282381422	0.000	22050.000	SAT.01_perched_08
8	Spectrogram 1	1	40.931888091	41.282381422	0.000	22050.000	SAT.01_perched_08
9	Waveform 1	1	57.211464982	57.519437921	0.000	22050.000	SAT.01_perched_09
9	Spectrogram 1	1	57.211464982	57.519437921	0.000	22050.000	SAT.01_perched_09
10	Waveform 1	1	61.557310950	61.843113141	0.000	22050.000	SAT.01_perched_10
10	Spectrogram 1	1	61.557310950	61.843113141	0.000	22050.000	SAT.01_perched_10
11	Waveform 1	1	63.450750466	63.760369506	0.000	22050.000	SAT.01_perched_11
11	Spectrogram 1	1	63.450750466	63.760369506	0.000	22050.000	SAT.01_perched_11
12	Waveform 1	1	66.118644525	66.389123646	0.000	22050.000	SAT.01_perched_12
12	Spectrogram 1	1	66.118644525	66.389123646	0.000	22050.000	SAT.01_perched_12
13	Waveform 1	1	69.521339861	69.795582467	0.000	22050.000	SAT.01_perched_13
13	Spectrogram 1	1	69.521339861	69.795582467	0.000	22050.000	SAT.01_perched_13
14	Waveform 1	1	72.964221891	73.247644541	0.000	22050.000	SAT.01_perched_14
14	Spectrogram 1	1	72.964221891	73.247644541	0.000	22050.000	SAT.01_perched_14
15	Waveform 1	1	76.447753673	76.760112240	0.000	22050.000	SAT.01_perched_15
15	Spectrogram 1	1	76.447753673	76.760112240	0.000	22050.000	SAT.01_perched_15
16	Waveform 1	1	78.611592457	78.850899424	0.000	22050.000	SAT.01_perched_16
16	Spectrogram 1	1	78.611592457	78.850899424	0.000	22050.000	SAT.01_perched_16
