Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	9.104306777	9.448095471	0.0	22050.0	0.344	22050.0		
1	Spectrogram 1	1	9.104306777	9.448095471	0.0	22050.0	0.344	22050.0	-43.8	
2	Waveform 1	1	19.743711865	20.087500559	0.0	22050.0	0.344	22050.0		
2	Spectrogram 1	1	19.743711865	20.087500559	0.0	22050.0	0.344	22050.0	-44.9	
3	Waveform 1	1	28.488103206	28.854435421	0.0	22050.0	0.366	22050.0		
3	Spectrogram 1	1	28.488103206	28.854435421	0.0	22050.0	0.366	22050.0	-41.6	
4	Waveform 1	1	33.954533860	34.377224878	0.0	22050.0	0.423	22050.0		
4	Spectrogram 1	1	33.954533860	34.377224878	0.0	22050.0	0.423	22050.0	-43.8	
5	Waveform 1	1	42.839431758	43.222671613	0.0	22050.0	0.383	22050.0		
5	Spectrogram 1	1	42.839431758	43.222671613	0.0	22050.0	0.383	22050.0	-44.9	
6	Waveform 1	1	52.006123667	52.327368840	0.0	22050.0	0.321	22050.0		
6	Spectrogram 1	1	52.006123667	52.327368840	0.0	22050.0	0.321	22050.0	-44.8	
7	Waveform 1	1	56.228773229	56.572561923	0.0	22050.0	0.344	22050.0		
7	Spectrogram 1	1	56.228773229	56.572561923	0.0	22050.0	0.344	22050.0	-42.9	
8	Waveform 1	1	65.274582201	65.691637338	0.0	22050.0	0.417	22050.0		
8	Spectrogram 1	1	65.274582201	65.691637338	0.0	22050.0	0.417	22050.0	-45.4	
9	Waveform 1	1	83.476778862	83.848746957	0.0	22050.0	0.372	22050.0		
9	Spectrogram 1	1	83.476778862	83.848746957	0.0	22050.0	0.372	22050.0	-43.8	
10	Waveform 1	1	94.502547628	94.868879843	0.0	22050.0	0.366	22050.0		
10	Spectrogram 1	1	94.502547628	94.868879843	0.0	22050.0	0.366	22050.0	-45.4	
11	Waveform 1	1	109.689735008	110.050431343	0.0	22050.0	0.361	22050.0		
11	Spectrogram 1	1	109.689735008	110.050431343	0.0	22050.0	0.361	22050.0	-45.7	
12	Waveform 1	1	114.029362786	114.378787360	0.0	22050.0	0.349	22050.0		
12	Spectrogram 1	1	114.029362786	114.378787360	0.0	22050.0	0.349	22050.0	-44.6	
13	Waveform 1	1	119.619800200	119.957953014	0.0	22050.0	0.338	22050.0		
13	Spectrogram 1	1	119.619800200	119.957953014	0.0	22050.0	0.338	22050.0	-46.0	
14	Waveform 1	1	125.905962940	126.170849311	0.0	22050.0	0.265	22050.0		sqs.01_NA_NA
14	Spectrogram 1	1	125.905962940	126.170849311	0.0	22050.0	0.265	22050.0	-41.8	sqs.01_NA_NA
15	Waveform 1	1	133.245067742	133.549405275	0.0	22050.0	0.304	22050.0		sqs.01_NA_NA
15	Spectrogram 1	1	133.245067742	133.549405275	0.0	22050.0	0.304	22050.0	-42.1	sqs.01_NA_NA
16	Waveform 1	1	140.250297622	140.633537478	0.0	22050.0	0.383	22050.0		sqs.01_NA_NA
16	Spectrogram 1	1	140.250297622	140.633537478	0.0	22050.0	0.383	22050.0	-46.0	sqs.01_NA_NA
17	Waveform 1	1	147.419812459	147.741057632	0.0	22050.0	0.321	22050.0		sqs.01_NA_NA
17	Spectrogram 1	1	147.419812459	147.741057632	0.0	22050.0	0.321	22050.0	-45.3	sqs.01_NA_NA
18	Waveform 1	1	150.801340598	151.150765172	0.0	22050.0	0.349	22050.0		sqs.01_NA_NA
18	Spectrogram 1	1	150.801340598	151.150765172	0.0	22050.0	0.349	22050.0	-43.6	sqs.01_NA_NA
19	Waveform 1	1	155.433864900	155.794561235	0.0	22050.0	0.361	22050.0		sqs.01_NA_NA
19	Spectrogram 1	1	155.433864900	155.794561235	0.0	22050.0	0.361	22050.0	-46.1	sqs.01_NA_NA
20	Waveform 1	1	159.475198754	159.779536287	0.0	22050.0	0.304	22050.0		sqs.01_NA_NA
20	Spectrogram 1	1	159.475198754	159.779536287	0.0	22050.0	0.304	22050.0	-46.7	sqs.01_NA_NA
21	Waveform 1	1	162.169149505	162.518574079	0.0	22050.0	0.349	22050.0		sqs.01_NA_NA
21	Spectrogram 1	1	162.169149505	162.518574079	0.0	22050.0	0.349	22050.0	-45.0	sqs.01_NA_NA
22	Waveform 1	1	165.060356063	165.375965356	0.0	22050.0	0.316	22050.0		
22	Spectrogram 1	1	165.060356063	165.375965356	0.0	22050.0	0.316	22050.0	-46.1	
