Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	4.365547584	4.669237850	0.0	22050.0	0.304	22050.0		
1	Spectrogram 1	1	4.365547584	4.669237850	0.0	22050.0	0.304	22050.0	-44.2	
2	Waveform 1	1	14.544314222	14.822696966	0.0	22050.0	0.278	22050.0		
2	Spectrogram 1	1	14.544314222	14.822696966	0.0	22050.0	0.278	22050.0	-47.8	
3	Waveform 1	1	103.006576323	103.474765484	0.0	22050.0	0.468	22050.0		
3	Spectrogram 1	1	103.006576323	103.474765484	0.0	22050.0	0.468	22050.0	-47.9	
4	Waveform 1	1	103.474765484	103.936627764	0.0	22050.0	0.462	22050.0		
4	Spectrogram 1	1	103.474765484	103.936627764	0.0	22050.0	0.462	22050.0	-47.7	
5	Waveform 1	1	103.936627764	104.480739492	0.0	22050.0	0.544	22050.0		
5	Spectrogram 1	1	103.936627764	104.480739492	0.0	22050.0	0.544	22050.0	-47.2	
6	Waveform 1	1	104.480739492	104.961582414	0.0	22050.0	0.481	22050.0		
6	Spectrogram 1	1	104.480739492	104.961582414	0.0	22050.0	0.481	22050.0	-49.0	
7	Waveform 1	1	115.331934847	115.635625114	0.0	22050.0	0.304	22050.0		u.sqs.01_u.leaving.nest_NA
7	Spectrogram 1	1	115.331934847	115.635625114	0.0	22050.0	0.304	22050.0	-41.7	u.sqs.01_u.leaving.nest_NA
8	Waveform 1	1	115.629298233	115.970949783	0.0	22050.0	0.342	22050.0		u.sqs.01_u.leaving.nest_NA
8	Spectrogram 1	1	115.629298233	115.970949783	0.0	22050.0	0.342	22050.0	-40.6	u.sqs.01_u.leaving.nest_NA
9	Waveform 1	1	115.970949783	116.420158303	0.0	22050.0	0.449	22050.0		u.sqs.01_u.leaving.nest_NA
9	Spectrogram 1	1	115.970949783	116.420158303	0.0	22050.0	0.449	22050.0	-45.1	u.sqs.01_u.leaving.nest_NA
10	Waveform 1	1	116.502407750	116.888347464	0.0	22050.0	0.386	22050.0		u.sqs.01_u.leaving.nest_NA
10	Spectrogram 1	1	116.502407750	116.888347464	0.0	22050.0	0.386	22050.0	-47.1	u.sqs.01_u.leaving.nest_NA
11	Waveform 1	1	119.653194267	119.893615728	0.0	22050.0	0.240	22050.0		
11	Spectrogram 1	1	119.653194267	119.893615728	0.0	22050.0	0.240	22050.0	-48.2	
12	Waveform 1	1	123.432518138	123.736208405	0.0	22050.0	0.304	22050.0		
12	Spectrogram 1	1	123.432518138	123.736208405	0.0	22050.0	0.304	22050.0	-46.8	
13	Waveform 1	1	123.856419135	124.128474999	0.0	22050.0	0.272	22050.0		
13	Spectrogram 1	1	123.856419135	124.128474999	0.0	22050.0	0.272	22050.0	-48.0	
14	Waveform 1	1	128.743737449	129.154984685	0.0	22050.0	0.411	22050.0		
14	Spectrogram 1	1	128.743737449	129.154984685	0.0	22050.0	0.411	22050.0	-48.1	
15	Waveform 1	1	129.154984685	129.559905041	0.0	22050.0	0.405	22050.0		
15	Spectrogram 1	1	129.154984685	129.559905041	0.0	22050.0	0.405	22050.0	-47.0	
16	Waveform 1	1	134.428242713	134.738259861	0.0	22050.0	0.310	22050.0		
16	Spectrogram 1	1	134.428242713	134.738259861	0.0	22050.0	0.310	22050.0	-48.0	
17	Waveform 1	1	136.459171372	137.034917502	0.0	22050.0	0.576	22050.0		
17	Spectrogram 1	1	136.459171372	137.034917502	0.0	22050.0	0.576	22050.0	-48.8	
18	Waveform 1	1	138.560882863	138.946822577	0.0	22050.0	0.386	22050.0		
18	Spectrogram 1	1	138.560882863	138.946822577	0.0	22050.0	0.386	22050.0	-47.4	
19	Waveform 1	1	140.667734088	141.154903891	0.0	22050.0	0.487	22050.0		
19	Spectrogram 1	1	140.667734088	141.154903891	0.0	22050.0	0.487	22050.0	-43.4	
20	Waveform 1	1	142.907449805	143.381965847	0.0	22050.0	0.475	22050.0		
20	Spectrogram 1	1	142.907449805	143.381965847	0.0	22050.0	0.475	22050.0	-48.0	
21	Waveform 1	1	143.413600249	143.818520605	0.0	22050.0	0.405	22050.0		
21	Spectrogram 1	1	143.413600249	143.818520605	0.0	22050.0	0.405	22050.0	-47.3	
22	Waveform 1	1	145.703338779	146.101932254	0.0	22050.0	0.399	22050.0		
22	Spectrogram 1	1	145.703338779	146.101932254	0.0	22050.0	0.399	22050.0	-43.6	
23	Waveform 1	1	146.152547299	146.538487013	0.0	22050.0	0.386	22050.0		
23	Spectrogram 1	1	146.152547299	146.538487013	0.0	22050.0	0.386	22050.0	-41.7	
24	Waveform 1	1	146.620736460	147.082598740	0.0	22050.0	0.462	22050.0		
24	Spectrogram 1	1	146.620736460	147.082598740	0.0	22050.0	0.462	22050.0	-44.1	
25	Waveform 1	1	147.285058918	147.734267438	0.0	22050.0	0.449	22050.0		
25	Spectrogram 1	1	147.285058918	147.734267438	0.0	22050.0	0.449	22050.0	-48.3	
26	Waveform 1	1	148.145514674	148.670645760	0.0	22050.0	0.525	22050.0		
26	Spectrogram 1	1	148.145514674	148.670645760	0.0	22050.0	0.525	22050.0	-47.1	
27	Waveform 1	1	150.833846392	151.029979690	0.0	22050.0	0.196	22050.0		
27	Spectrogram 1	1	150.833846392	151.029979690	0.0	22050.0	0.196	22050.0	-45.3	
28	Waveform 1	1	151.029979690	151.314689315	0.0	22050.0	0.285	22050.0		
28	Spectrogram 1	1	151.029979690	151.314689315	0.0	22050.0	0.285	22050.0	-47.1	
29	Waveform 1	1	152.788852484	153.086215870	0.0	22050.0	0.297	22050.0		
29	Spectrogram 1	1	152.788852484	153.086215870	0.0	22050.0	0.297	22050.0	-46.5	
30	Waveform 1	1	180.487545270	181.132887087	0.0	22050.0	0.645	22050.0		
30	Spectrogram 1	1	180.487545270	181.132887087	0.0	22050.0	0.645	22050.0	-54.0	
31	Waveform 1	1	181.120233325	181.480865517	0.0	22050.0	0.361	22050.0		
31	Spectrogram 1	1	181.120233325	181.480865517	0.0	22050.0	0.361	22050.0	-46.2	
32	Waveform 1	1	183.676293070	184.391230573	0.0	22050.0	0.715	22050.0		
32	Spectrogram 1	1	183.676293070	184.391230573	0.0	22050.0	0.715	22050.0	-50.1	
33	Waveform 1	1	195.227202443	195.929486185	0.0	22050.0	0.702	22050.0		
33	Spectrogram 1	1	195.227202443	195.929486185	0.0	22050.0	0.702	22050.0	-52.6	
34	Waveform 1	1	196.049696915	196.220522690	0.0	22050.0	0.171	22050.0		
34	Spectrogram 1	1	196.049696915	196.220522690	0.0	22050.0	0.171	22050.0	-50.4	
35	Waveform 1	1	198.226143826	198.928427568	0.0	22050.0	0.702	22050.0		
35	Spectrogram 1	1	198.226143826	198.928427568	0.0	22050.0	0.702	22050.0	-46.7	
36	Waveform 1	1	215.181988572	215.586908928	0.0	22050.0	0.405	22050.0		
36	Spectrogram 1	1	215.181988572	215.586908928	0.0	22050.0	0.405	22050.0	-43.9	
37	Waveform 1	1	217.298133203	217.804283647	0.0	22050.0	0.506	22050.0		
37	Spectrogram 1	1	217.298133203	217.804283647	0.0	22050.0	0.506	22050.0	-40.9	
38	Waveform 1	1	217.880206214	218.342068495	0.0	22050.0	0.462	22050.0		
38	Spectrogram 1	1	217.880206214	218.342068495	0.0	22050.0	0.462	22050.0	-48.4	
39	Waveform 1	1	219.284773697	219.480906995	0.0	22050.0	0.196	22050.0		
39	Spectrogram 1	1	219.284773697	219.480906995	0.0	22050.0	0.196	22050.0	-52.4	
40	Waveform 1	1	219.544175800	219.715001575	0.0	22050.0	0.171	22050.0		
40	Spectrogram 1	1	219.544175800	219.715001575	0.0	22050.0	0.171	22050.0	-52.3	
41	Waveform 1	1	225.146630018	225.494608448	0.0	22050.0	0.348	22050.0		
41	Spectrogram 1	1	225.146630018	225.494608448	0.0	22050.0	0.348	22050.0	-43.5	
42	Waveform 1	1	225.880548162	226.298122279	0.0	22050.0	0.418	22050.0		
42	Spectrogram 1	1	225.880548162	226.298122279	0.0	22050.0	0.418	22050.0	-44.0	
43	Waveform 1	1	267.438472977	267.754817005	0.0	22050.0	0.316	22050.0		
43	Spectrogram 1	1	267.438472977	267.754817005	0.0	22050.0	0.316	22050.0	-47.5	
44	Waveform 1	1	267.754817005	268.064834152	0.0	22050.0	0.310	22050.0		
44	Spectrogram 1	1	267.754817005	268.064834152	0.0	22050.0	0.310	22050.0	-46.3	
45	Waveform 1	1	271.854635605	272.284863483	0.0	22050.0	0.430	22050.0		
45	Spectrogram 1	1	271.854635605	272.284863483	0.0	22050.0	0.430	22050.0	-46.8	
46	Waveform 1	1	276.165417443	276.570337799	0.0	22050.0	0.405	22050.0		
46	Spectrogram 1	1	276.165417443	276.570337799	0.0	22050.0	0.405	22050.0	-45.1	
47	Waveform 1	1	293.530928161	293.948502278	0.0	22050.0	0.418	22050.0		
47	Spectrogram 1	1	293.530928161	293.948502278	0.0	22050.0	0.418	22050.0	-45.1	
48	Waveform 1	1	294.005444203	294.340768872	0.0	22050.0	0.335	22050.0		
48	Spectrogram 1	1	294.005444203	294.340768872	0.0	22050.0	0.335	22050.0	-45.8	
49	Waveform 1	1	294.878553720	295.055706375	0.0	22050.0	0.177	22050.0		
49	Spectrogram 1	1	294.878553720	295.055706375	0.0	22050.0	0.177	22050.0	-42.0	
50	Waveform 1	1	295.055706375	295.245512792	0.0	22050.0	0.190	22050.0		
50	Spectrogram 1	1	295.055706375	295.245512792	0.0	22050.0	0.190	22050.0	-40.9	
51	Waveform 1	1	295.245512792	295.428992328	0.0	22050.0	0.183	22050.0		
51	Spectrogram 1	1	295.245512792	295.428992328	0.0	22050.0	0.183	22050.0	-41.7	
52	Waveform 1	1	296.555177067	296.801925409	0.0	22050.0	0.247	22050.0		
52	Spectrogram 1	1	296.555177067	296.801925409	0.0	22050.0	0.247	22050.0	-43.5	
53	Waveform 1	1	308.541652166	308.845342433	0.0	22050.0	0.304	22050.0		
53	Spectrogram 1	1	308.541652166	308.845342433	0.0	22050.0	0.304	22050.0	-46.5	
54	Waveform 1	1	309.408434802	309.882950844	0.0	22050.0	0.475	22050.0		
54	Spectrogram 1	1	309.408434802	309.882950844	0.0	22050.0	0.475	22050.0	-45.3	
55	Waveform 1	1	309.933565888	310.692791555	0.0	22050.0	0.759	22050.0		
55	Spectrogram 1	1	309.933565888	310.692791555	0.0	22050.0	0.759	22050.0	-46.3	
56	Waveform 1	1	310.768714122	311.483651624	0.0	22050.0	0.715	22050.0		
56	Spectrogram 1	1	310.768714122	311.483651624	0.0	22050.0	0.715	22050.0	-46.0	
57	Waveform 1	1	311.799995652	312.375741783	0.0	22050.0	0.576	22050.0		
57	Spectrogram 1	1	311.799995652	312.375741783	0.0	22050.0	0.576	22050.0	-46.7	
58	Waveform 1	1	306.890336341	307.383833024	0.0	22050.0	0.493	22050.0		
58	Spectrogram 1	1	306.890336341	307.383833024	0.0	22050.0	0.493	22050.0	-42.5	
59	Waveform 1	1	305.846401049	306.175398838	0.0	22050.0	0.329	22050.0		
59	Spectrogram 1	1	305.846401049	306.175398838	0.0	22050.0	0.329	22050.0	-41.6	
60	Waveform 1	1	312.565746600	312.793514300	0.0	22050.0	0.228	22050.0		
60	Spectrogram 1	1	312.565746600	312.793514300	0.0	22050.0	0.228	22050.0	-48.4	
61	Waveform 1	1	312.812494942	313.103531447	0.0	22050.0	0.291	22050.0		
61	Spectrogram 1	1	312.812494942	313.103531447	0.0	22050.0	0.291	22050.0	-47.6	
62	Waveform 1	1	350.956473981	351.323433053	0.0	22050.0	0.367	22050.0		u.sqs.03_u.take.off_NA
