Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	0.533023454	1.056266662	0.000	22050.000	
1	Spectrogram 1	1	0.533023454	1.056266662	0.000	22050.000	
2	Waveform 1	1	11.599372784	12.078604880	0.000	22050.000	SAT.NA_U.nest.FP36_NA
2	Spectrogram 1	1	11.599372784	12.078604880	0.000	22050.000	SAT.NA_U.nest.FP36_NA
3	Waveform 1	1	12.293770311	12.724101174	0.000	22050.000	SAT.NA_U.nest.FP36_NA
3	Spectrogram 1	1	12.293770311	12.724101174	0.000	22050.000	SAT.NA_U.nest.FP36_NA
4	Waveform 1	1	13.692345613	14.083555488	0.000	22050.000	SAT.NA_U.nest.FP36_NA
4	Spectrogram 1	1	13.692345613	14.083555488	0.000	22050.000	SAT.NA_U.nest.FP36_NA
5	Waveform 1	1	14.533446844	15.139822150	0.000	22050.000	SAT.NA_U.nest.FP36_NA
5	Spectrogram 1	1	14.533446844	15.139822150	0.000	22050.000	SAT.NA_U.nest.FP36_NA
6	Waveform 1	1	15.658175234	16.166748071	0.000	22050.000	SAT.NA_U.nest.FP36_NA
6	Spectrogram 1	1	15.658175234	16.166748071	0.000	22050.000	SAT.NA_U.nest.FP36_NA
7	Waveform 1	1	34.269985021	34.690535636	0.000	22050.000	
7	Spectrogram 1	1	34.269985021	34.690535636	0.000	22050.000	
8	Waveform 1	1	34.710096130	35.023064030	0.000	22050.000	
8	Spectrogram 1	1	34.710096130	35.023064030	0.000	22050.000	
9	Waveform 1	1	35.521856620	36.001088716	0.000	22050.000	
9	Spectrogram 1	1	35.521856620	36.001088716	0.000	22050.000	
10	Waveform 1	1	39.590439316	40.050110919	0.000	22050.000	SAT.NA_U.nest.FP36_NA
10	Spectrogram 1	1	39.590439316	40.050110919	0.000	22050.000	SAT.NA_U.nest.FP36_NA
11	Waveform 1	1	40.108792400	40.529343015	0.000	22050.000	SAT.NA_U.nest.FP36_NA
11	Spectrogram 1	1	40.108792400	40.529343015	0.000	22050.000	SAT.NA_U.nest.FP36_NA
12	Waveform 1	1	40.617365237	41.018355359	0.000	22050.000	SAT.NA_U.nest.FP36_NA
12	Spectrogram 1	1	40.617365237	41.018355359	0.000	22050.000	SAT.NA_U.nest.FP36_NA
13	Waveform 1	1	41.810555355	42.358249180	0.000	22050.000	SAT.NA_U.nest.FP36_NA
13	Spectrogram 1	1	41.810555355	42.358249180	0.000	22050.000	SAT.NA_U.nest.FP36_NA
14	Waveform 1	1	42.378428676	42.688692009	0.000	22050.000	SAT.NA_U.nest.FP36_NA
14	Spectrogram 1	1	42.378428676	42.688692009	0.000	22050.000	SAT.NA_U.nest.FP36_NA
15	Waveform 1	1	50.069487161	50.295486933	0.000	22050.000	SAT.NA_nest.FP36_NA
15	Spectrogram 1	1	50.069487161	50.295486933	0.000	22050.000	SAT.NA_nest.FP36_NA
16	Waveform 1	1	50.319884635	50.631918411	0.000	22050.000	SAT.NA_nest.FP36_NA
16	Spectrogram 1	1	50.319884635	50.631918411	0.000	22050.000	SAT.NA_nest.FP36_NA
17	Waveform 1	1	64.417907057	64.817421985	0.000	22050.000	
17	Spectrogram 1	1	64.417907057	64.817421985	0.000	22050.000	
18	Waveform 1	1	72.851303986	73.308930176	0.000	22050.000	
18	Spectrogram 1	1	72.851303986	73.308930176	0.000	22050.000	
19	Waveform 1	1	76.926356248	77.333135084	0.000	22050.000	
19	Spectrogram 1	1	76.926356248	77.333135084	0.000	22050.000	
20	Waveform 1	1	78.037734138	78.044998046	0.000	22050.000	
20	Spectrogram 1	1	78.037734138	78.044998046	0.000	22050.000	
21	Waveform 1	1	75.829506174	76.120062485	0.000	22050.000	
21	Spectrogram 1	1	75.829506174	76.120062485	0.000	22050.000	
22	Waveform 1	1	83.972346792	84.742321016	0.000	22050.000	
22	Spectrogram 1	1	83.972346792	84.742321016	0.000	22050.000	
23	Waveform 1	1	93.393635178	93.902108723	0.000	22050.000	
23	Spectrogram 1	1	93.393635178	93.902108723	0.000	22050.000	
