Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	4.702224060	4.915041680	0.000	22050.000	SAT.01_perched_01
1	Spectrogram 1	1	4.702224060	4.915041680	0.000	22050.000	SAT.01_perched_01
2	Waveform 1	1	6.941758318	7.137253574	0.000	22050.000	SAT.01_perched_02
2	Spectrogram 1	1	6.941758318	7.137253574	0.000	22050.000	SAT.01_perched_02
3	Waveform 1	1	9.342143104	9.562384594	0.000	22050.000	SAT.01_perched_03
3	Spectrogram 1	1	9.342143104	9.562384594	0.000	22050.000	SAT.01_perched_03
4	Waveform 1	1	11.663339937	11.881106804	0.000	22050.000	SAT.01_perched_04
4	Spectrogram 1	1	11.663339937	11.881106804	0.000	22050.000	SAT.01_perched_04
5	Waveform 1	1	14.120641062	14.321085565	0.000	22050.000	SAT.01_perched_05
5	Spectrogram 1	1	14.120641062	14.321085565	0.000	22050.000	SAT.01_perched_05
6	Waveform 1	1	18.305229384	18.527945498	0.000	22050.000	SAT.01_perched_06
6	Spectrogram 1	1	18.305229384	18.527945498	0.000	22050.000	SAT.01_perched_06
7	Waveform 1	1	22.474969964	22.697686078	0.000	22050.000	SAT.01_perched_07
7	Spectrogram 1	1	22.474969964	22.697686078	0.000	22050.000	SAT.01_perched_07
8	Waveform 1	1	23.672687733	23.868182989	0.000	22050.000	SAT.01_perched_08
8	Spectrogram 1	1	23.672687733	23.868182989	0.000	22050.000	SAT.01_perched_08
9	Waveform 1	1	25.125291722	25.340583965	0.000	22050.000	SAT.01_perched_09
9	Spectrogram 1	1	25.125291722	25.340583965	0.000	22050.000	SAT.01_perched_09
10	Waveform 1	1	26.657083662	26.862477412	0.000	22050.000	SAT.01_perched_10
10	Spectrogram 1	1	26.657083662	26.862477412	0.000	22050.000	SAT.01_perched_10
11	Waveform 1	1	28.607086972	28.819904592	0.000	22050.000	SAT.01_perched_11
11	Spectrogram 1	1	28.607086972	28.819904592	0.000	22050.000	SAT.01_perched_11
12	Waveform 1	1	55.367051896	55.599666505	0.000	22050.000	SAT.01_perched_12
12	Spectrogram 1	1	55.367051896	55.599666505	0.000	22050.000	SAT.01_perched_12
13	Waveform 1	1	58.720166725	58.984951439	0.000	22050.000	SAT.01_perched_13
13	Spectrogram 1	1	58.720166725	58.984951439	0.000	22050.000	SAT.01_perched_13
14	Waveform 1	1	61.869125116	62.086891983	0.000	22050.000	SAT.01_perched_14
14	Spectrogram 1	1	61.869125116	62.086891983	0.000	22050.000	SAT.01_perched_14
15	Waveform 1	1	64.644415360	64.872080721	0.000	22050.000	SAT.01_perched_15
15	Spectrogram 1	1	64.644415360	64.872080721	0.000	22050.000	SAT.01_perched_15
16	Waveform 1	1	66.687217051	66.896322736	0.000	22050.000	SAT.01_perched_16
16	Spectrogram 1	1	66.687217051	66.896322736	0.000	22050.000	SAT.01_perched_16
17	Waveform 1	1	72.360291401	72.568159774	0.000	22050.000	SAT.01_perched_17
17	Spectrogram 1	1	72.360291401	72.568159774	0.000	22050.000	SAT.01_perched_17
18	Waveform 1	1	75.587200432	75.793831493	0.000	22050.000	SAT.01_perched_18
18	Spectrogram 1	1	75.587200432	75.793831493	0.000	22050.000	SAT.01_perched_18
19	Waveform 1	1	79.691363490	79.946249709	0.000	22050.000	SAT.01_perched_19
19	Spectrogram 1	1	79.691363490	79.946249709	0.000	22050.000	SAT.01_perched_19
