Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	66.822627654	67.055746635	0.0	22050.0	0.233	22050.0		
1	Spectrogram 1	1	66.822627654	67.055746635	0.0	22050.0	0.233	22050.0	-48.5	
2	Waveform 1	1	68.924230597	69.005469030	0.0	22050.0	0.081	22050.0		
2	Spectrogram 1	1	68.924230597	69.005469030	0.0	22050.0	0.081	22050.0	-48.1	
3	Waveform 1	1	71.600514084	72.056155730	0.0	22050.0	0.456	22050.0		
3	Spectrogram 1	1	71.600514084	72.056155730	0.0	22050.0	0.456	22050.0	-45.9	
4	Waveform 1	1	76.374605570	76.462908214	0.0	22050.0	0.088	22050.0		
4	Spectrogram 1	1	76.374605570	76.462908214	0.0	22050.0	0.088	22050.0	-53.0	
5	Waveform 1	1	86.964233847	87.232673887	0.0	22050.0	0.268	22050.0		
5	Spectrogram 1	1	86.964233847	87.232673887	0.0	22050.0	0.268	22050.0	-53.7	
6	Waveform 1	1	87.370426012	87.804875024	0.0	22050.0	0.434	22050.0		
6	Spectrogram 1	1	87.370426012	87.804875024	0.0	22050.0	0.434	22050.0	-53.0	
7	Waveform 1	1	89.185139143	89.651377106	0.0	22050.0	0.466	22050.0		
7	Spectrogram 1	1	89.185139143	89.651377106	0.0	22050.0	0.466	22050.0	-51.3	
8	Waveform 1	1	89.948073993	90.329541417	0.0	22050.0	0.381	22050.0		
8	Spectrogram 1	1	89.948073993	90.329541417	0.0	22050.0	0.381	22050.0	-53.1	
9	Waveform 1	1	104.520865402	104.891736510	0.0	22050.0	0.371	22050.0		
9	Spectrogram 1	1	104.520865402	104.891736510	0.0	22050.0	0.371	22050.0	-50.7	
10	Waveform 1	1	105.499258705	105.898386659	0.0	22050.0	0.399	22050.0		
10	Spectrogram 1	1	105.499258705	105.898386659	0.0	22050.0	0.399	22050.0	-51.6	
11	Waveform 1	1	148.013447812	148.327805227	0.0	22050.0	0.314	22050.0		
11	Spectrogram 1	1	148.013447812	148.327805227	0.0	22050.0	0.314	22050.0	-51.6	
12	Waveform 1	1	205.384275638	205.645651467	0.0	22050.0	0.261	22050.0		
12	Spectrogram 1	1	205.384275638	205.645651467	0.0	22050.0	0.261	22050.0	-53.0	
13	Waveform 1	1	205.642119361	205.836385179	0.0	22050.0	0.194	22050.0		
13	Spectrogram 1	1	205.642119361	205.836385179	0.0	22050.0	0.194	22050.0	-51.0	
14	Waveform 1	1	251.263007628	251.563236620	0.0	22050.0	0.300	22050.0		
14	Spectrogram 1	1	251.263007628	251.563236620	0.0	22050.0	0.300	22050.0	-48.0	
15	Waveform 1	1	314.504344140	314.871683142	0.0	22050.0	0.367	22050.0		
15	Spectrogram 1	1	314.504344140	314.871683142	0.0	22050.0	0.367	22050.0	-47.4	
16	Waveform 1	1	319.748205696	320.193251025	0.0	22050.0	0.445	22050.0		
16	Spectrogram 1	1	319.748205696	320.193251025	0.0	22050.0	0.445	22050.0	-48.5	
17	Waveform 1	1	323.293650661	323.660989663	0.0	22050.0	0.367	22050.0		
17	Spectrogram 1	1	323.293650661	323.660989663	0.0	22050.0	0.367	22050.0	-47.7	
18	Waveform 1	1	330.401674828	330.719564349	0.0	22050.0	0.318	22050.0		
18	Spectrogram 1	1	330.401674828	330.719564349	0.0	22050.0	0.318	22050.0	-47.2	
21	Waveform 1	1	337.841453596	338.226453126	0.0	22050.0	0.385	22050.0		
21	Spectrogram 1	1	337.841453596	338.226453126	0.0	22050.0	0.385	22050.0	-40.6	
22	Waveform 1	1	349.384487485	349.659991736	0.0	22050.0	0.276	22050.0		
22	Spectrogram 1	1	349.384487485	349.659991736	0.0	22050.0	0.276	22050.0	-41.3	
23	Waveform 1	1	355.931696075	356.253117702	0.0	22050.0	0.321	22050.0		
23	Spectrogram 1	1	355.931696075	356.253117702	0.0	22050.0	0.321	22050.0	-45.6	
24	Waveform 1	1	357.661901617	358.061029571	0.0	22050.0	0.399	22050.0		
24	Spectrogram 1	1	357.661901617	358.061029571	0.0	22050.0	0.399	22050.0	-42.9	
25	Waveform 1	1	358.071625889	358.467221737	0.0	22050.0	0.396	22050.0		
25	Spectrogram 1	1	358.071625889	358.467221737	0.0	22050.0	0.396	22050.0	-43.3	
26	Waveform 1	1	364.420247311	364.766393678	0.0	22050.0	0.346	22050.0		
26	Spectrogram 1	1	364.420247311	364.766393678	0.0	22050.0	0.346	22050.0	-41.0	
27	Waveform 1	1	371.122079312	371.524739372	0.0	22050.0	0.403	22050.0		
27	Spectrogram 1	1	371.122079312	371.524739372	0.0	22050.0	0.403	22050.0	-42.4	
28	Waveform 1	1	374.766159897	375.207673121	0.0	22050.0	0.442	22050.0		
28	Spectrogram 1	1	374.766159897	375.207673121	0.0	22050.0	0.442	22050.0	-39.2	
29	Waveform 1	1	381.871177860	382.132553688	0.0	22050.0	0.261	22050.0		
29	Spectrogram 1	1	381.871177860	382.132553688	0.0	22050.0	0.261	22050.0	-40.4	
30	Waveform 1	1	387.432402643	387.767952693	0.0	22050.0	0.336	22050.0		
30	Spectrogram 1	1	387.432402643	387.767952693	0.0	22050.0	0.336	22050.0	-41.8	
31	Waveform 1	1	387.884512183	388.308364878	0.0	22050.0	0.424	22050.0		
31	Spectrogram 1	1	387.884512183	388.308364878	0.0	22050.0	0.424	22050.0	-39.7	
32	Waveform 1	1	389.522882975	389.974992516	0.0	22050.0	0.452	22050.0		
32	Spectrogram 1	1	389.522882975	389.974992516	0.0	22050.0	0.452	22050.0	-45.1	
33	Waveform 1	1	392.644211904	392.796092452	0.0	22050.0	0.152	22050.0		
33	Spectrogram 1	1	392.644211904	392.796092452	0.0	22050.0	0.152	22050.0	-45.2	
34	Waveform 1	1	399.356903173	399.653600059	0.0	22050.0	0.297	22050.0		
34	Spectrogram 1	1	399.356903173	399.653600059	0.0	22050.0	0.297	22050.0	-44.4	
35	Waveform 1	1	399.770159550	399.907911676	0.0	22050.0	0.138	22050.0		
35	Spectrogram 1	1	399.770159550	399.907911676	0.0	22050.0	0.138	22050.0	-46.7	
36	Waveform 1	1	404.088346047	404.402703462	0.0	22050.0	0.314	22050.0		
36	Spectrogram 1	1	404.088346047	404.402703462	0.0	22050.0	0.314	22050.0	-45.2	
37	Waveform 1	1	412.813811321	413.209407169	0.0	22050.0	0.396	22050.0		
37	Spectrogram 1	1	412.813811321	413.209407169	0.0	22050.0	0.396	22050.0	-44.8	
38	Waveform 1	1	413.534360902	413.894635692	0.0	22050.0	0.360	22050.0		
38	Spectrogram 1	1	413.534360902	413.894635692	0.0	22050.0	0.360	22050.0	-40.9	
39	Waveform 1	1	573.740225453	574.107564455	0.0	22050.0	0.367	22050.0		
39	Spectrogram 1	1	573.740225453	574.107564455	0.0	22050.0	0.367	22050.0	-41.5	
40	Waveform 1	1	809.885196047	810.948359889	0.0	22050.0	1.063	22050.0		
40	Spectrogram 1	1	809.885196047	810.948359889	0.0	22050.0	1.063	22050.0	-35.4	
