Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	0.132323299	0.417327327	0.0	22050.0	SAT.01_perched_NA
1	Spectrogram 1	1	0.132323299	0.417327327	0.0	22050.0	SAT.01_perched_NA
2	Waveform 1	1	7.985202156	8.265116827	0.0	22050.0	SAT.01_perched_NA
2	Spectrogram 1	1	7.985202156	8.265116827	0.0	22050.0	SAT.01_perched_NA
3	Waveform 1	1	16.545501726	16.835595112	0.0	22050.0	SAT.01_perched_NA
3	Spectrogram 1	1	16.545501726	16.835595112	0.0	22050.0	SAT.01_perched_NA
4	Waveform 1	1	23.482296206	23.843640599	0.0	22050.0	SAT.01_perched_NA
4	Spectrogram 1	1	23.482296206	23.843640599	0.0	22050.0	SAT.01_perched_NA
5	Waveform 1	1	30.393643897	30.643022422	0.0	22050.0	SAT.01_perched_NA
5	Spectrogram 1	1	30.393643897	30.643022422	0.0	22050.0	SAT.01_perched_NA
6	Waveform 1	1	36.276941343	36.592481517	0.0	22050.0	SAT.01_perched_NA
6	Spectrogram 1	1	36.276941343	36.592481517	0.0	22050.0	SAT.01_perched_NA
7	Waveform 1	1	38.867424388	39.142249701	0.0	22050.0	SAT.01_perched_NA
7	Spectrogram 1	1	38.867424388	39.142249701	0.0	22050.0	SAT.01_perched_NA
8	Waveform 1	1	134.893424564	135.402360329	0.0	22050.0	
8	Spectrogram 1	1	134.893424564	135.402360329	0.0	22050.0	
9	Waveform 1	1	136.175942692	136.491482866	0.0	22050.0	
9	Spectrogram 1	1	136.175942692	136.491482866	0.0	22050.0	
10	Waveform 1	1	254.602074082	254.886372907	0.0	22050.0	
10	Spectrogram 1	1	254.602074082	254.886372907	0.0	22050.0	
11	Waveform 1	1	255.984985573	256.212310215	0.0	22050.0	
11	Spectrogram 1	1	255.984985573	256.212310215	0.0	22050.0	
12	Waveform 1	1	259.466106207	259.808789622	0.0	22050.0	
12	Spectrogram 1	1	259.466106207	259.808789622	0.0	22050.0	
13	Waveform 1	1	377.738324194	377.951669853	0.0	22050.0	
13	Spectrogram 1	1	377.738324194	377.951669853	0.0	22050.0	
14	Waveform 1	1	408.695026979	408.881333870	0.0	22050.0	
14	Spectrogram 1	1	408.695026979	408.881333870	0.0	22050.0	
15	Waveform 1	1	408.959778876	409.143284160	0.0	22050.0	
15	Spectrogram 1	1	408.959778876	409.143284160	0.0	22050.0	
16	Waveform 1	1	453.814925671	454.054586206	0.0	22050.0	
16	Spectrogram 1	1	453.814925671	454.054586206	0.0	22050.0	
17	Waveform 1	1	461.553513292	461.764455218	0.0	22050.0	
17	Spectrogram 1	1	461.553513292	461.764455218	0.0	22050.0	
18	Waveform 1	1	483.486052947	483.791053386	0.0	22050.0	
18	Spectrogram 1	1	483.486052947	483.791053386	0.0	22050.0	
