Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	20.036744604	20.341610191	0.000	22050.000	
1	Spectrogram 1	1	20.036744604	20.341610191	0.000	22050.000	
2	Waveform 1	1	31.876206265	32.572017135	0.000	22050.000	
2	Spectrogram 1	1	31.876206265	32.572017135	0.000	22050.000	
3	Waveform 1	1	43.500991714	44.264949011	0.000	22050.000	
3	Spectrogram 1	1	43.500991714	44.264949011	0.000	22050.000	
4	Waveform 1	1	44.394068554	44.903373418	0.000	22050.000	
4	Spectrogram 1	1	44.394068554	44.903373418	0.000	22050.000	
5	Waveform 1	1	61.086404646	61.767868901	0.000	22050.000	
5	Spectrogram 1	1	61.086404646	61.767868901	0.000	22050.000	
6	Waveform 1	1	63.185012892	63.862890493	0.000	22050.000	
6	Spectrogram 1	1	63.185012892	63.862890493	0.000	22050.000	
7	Waveform 1	1	66.234594479	66.620737767	0.000	22050.000	SAT.NA_take.off_U.07
7	Spectrogram 1	1	66.234594479	66.620737767	0.000	22050.000	SAT.NA_take.off_U.07
8	Waveform 1	1	66.630202063	66.934952403	0.000	22050.000	SAT.NA_take.off_U.07
8	Spectrogram 1	1	66.630202063	66.934952403	0.000	22050.000	SAT.NA_take.off_U.07
9	Waveform 1	1	66.942523840	67.249167039	0.000	22050.000	SAT.NA_take.off_U.07
9	Spectrogram 1	1	66.942523840	67.249167039	0.000	22050.000	SAT.NA_take.off_U.07
