Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	6.076108390	6.409270288	0.000	22050.000	
1	Spectrogram 1	1	6.076108390	6.409270288	0.000	22050.000	
2	Waveform 1	1	6.674161305	6.952706499	0.000	22050.000	
2	Spectrogram 1	1	6.674161305	6.952706499	0.000	22050.000	
3	Waveform 1	1	7.081055755	7.433333500	0.000	22050.000	
3	Spectrogram 1	1	7.081055755	7.433333500	0.000	22050.000	
4	Waveform 1	1	8.861560326	9.167413872	0.000	22050.000	
4	Spectrogram 1	1	8.861560326	9.167413872	0.000	22050.000	
5	Waveform 1	1	7.457911017	7.730994540	0.000	22050.000	
5	Spectrogram 1	1	7.457911017	7.730994540	0.000	22050.000	
6	Waveform 1	1	11.483162148	11.829978222	0.000	22050.000	
6	Spectrogram 1	1	11.483162148	11.829978222	0.000	22050.000	
7	Waveform 1	1	17.906086612	18.779953886	0.000	22050.000	
7	Spectrogram 1	1	17.906086612	18.779953886	0.000	22050.000	
8	Waveform 1	1	20.120793985	20.462148389	0.000	22050.000	
8	Spectrogram 1	1	20.120793985	20.462148389	0.000	22050.000	
9	Waveform 1	1	20.514034258	20.855388662	0.000	22050.000	
9	Spectrogram 1	1	20.514034258	20.855388662	0.000	22050.000	
10	Waveform 1	1	29.329550628	29.723280165	0.000	22050.000	
10	Spectrogram 1	1	29.329550628	29.723280165	0.000	22050.000	
11	Waveform 1	1	36.151033448	36.502069420	0.000	22050.000	SAT.NA_take.off_08
11	Spectrogram 1	1	36.151033448	36.502069420	0.000	22050.000	SAT.NA_take.off_08
12	Waveform 1	1	36.743999618	37.033367109	0.000	22050.000	SAT.NA_take.off_08
12	Spectrogram 1	1	36.743999618	37.033367109	0.000	22050.000	SAT.NA_take.off_08
