Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
45	Waveform 1	1	314.423086787	314.640156093	0.0	22050.0	0.217	22050.0		
45	Spectrogram 1	1	314.423086787	314.640156093	0.0	22050.0	0.217	22050.0	-46.4	
46	Waveform 1	1	318.238125650	318.754398595	0.0	22050.0	0.516	22050.0		
46	Spectrogram 1	1	318.238125650	318.754398595	0.0	22050.0	0.516	22050.0	-45.9	
47	Waveform 1	1	318.754398595	318.977334639	0.0	22050.0	0.223	22050.0		
47	Spectrogram 1	1	318.754398595	318.977334639	0.0	22050.0	0.223	22050.0	-46.2	
48	Waveform 1	1	321.975093935	322.215630193	0.0	22050.0	0.241	22050.0		
48	Spectrogram 1	1	321.975093935	322.215630193	0.0	22050.0	0.241	22050.0	-45.5	
49	Waveform 1	1	329.733639211	330.126710658	0.0	22050.0	0.393	22050.0		
49	Spectrogram 1	1	329.733639211	330.126710658	0.0	22050.0	0.393	22050.0	-42.3	
50	Waveform 1	1	333.930616962	334.165286482	0.0	22050.0	0.235	22050.0		NA_taking.off_02
50	Spectrogram 1	1	333.930616962	334.165286482	0.0	22050.0	0.235	22050.0	-44.0	NA_taking.off_02
51	Waveform 1	1	334.165286482	334.482090335	0.0	22050.0	0.317	22050.0		NA_taking.off_02
51	Spectrogram 1	1	334.165286482	334.482090335	0.0	22050.0	0.317	22050.0	-42.6	NA_taking.off_02
52	Waveform 1	1	334.511424025	334.728493331	0.0	22050.0	0.217	22050.0		NA_taking.off_02
52	Spectrogram 1	1	334.511424025	334.728493331	0.0	22050.0	0.217	22050.0	-42.4	NA_taking.off_02
53	Waveform 1	1	334.728493331	334.945562638	0.0	22050.0	0.217	22050.0		NA_taking.off_02
53	Spectrogram 1	1	334.728493331	334.945562638	0.0	22050.0	0.217	22050.0	-46.2	NA_taking.off_02
54	Waveform 1	1	334.945562638	335.133298254	0.0	22050.0	0.188	22050.0		
54	Spectrogram 1	1	334.945562638	335.133298254	0.0	22050.0	0.188	22050.0	-45.2	
56	Waveform 1	1	347.420821446	347.755225513	0.0	22050.0	0.334	22050.0		
56	Spectrogram 1	1	347.420821446	347.755225513	0.0	22050.0	0.334	22050.0	-48.9	
57	Waveform 1	1	347.837359845	348.124830007	0.0	22050.0	0.287	22050.0		
57	Spectrogram 1	1	347.837359845	348.124830007	0.0	22050.0	0.287	22050.0	-48.3	
