Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	77.755131076	78.101268618	0.0	22050.0	0.346	22050.0		
1	Spectrogram 1	1	77.755131076	78.101268618	0.0	22050.0	0.346	22050.0	-47.3	
2	Waveform 1	1	101.356442778	101.690846844	0.0	22050.0	0.334	22050.0		
2	Spectrogram 1	1	101.356442778	101.690846844	0.0	22050.0	0.334	22050.0	-44.8	
3	Waveform 1	1	132.095627714	132.523899588	0.0	22050.0	0.428	22050.0		
3	Spectrogram 1	1	132.095627714	132.523899588	0.0	22050.0	0.428	22050.0	-41.6	
4	Waveform 1	1	143.410474463	143.580609865	0.0	22050.0	0.170	22050.0		
4	Spectrogram 1	1	143.410474463	143.580609865	0.0	22050.0	0.170	22050.0	-47.9	
5	Waveform 1	1	143.686211150	143.838746338	0.0	22050.0	0.153	22050.0		
5	Spectrogram 1	1	143.686211150	143.838746338	0.0	22050.0	0.153	22050.0	-50.4	
6	Waveform 1	1	143.920880670	144.096882810	0.0	22050.0	0.176	22050.0		
6	Spectrogram 1	1	143.920880670	144.096882810	0.0	22050.0	0.176	22050.0	-47.2	
7	Waveform 1	1	144.126216500	144.308085379	0.0	22050.0	0.182	22050.0		
7	Spectrogram 1	1	144.126216500	144.308085379	0.0	22050.0	0.182	22050.0	-47.3	
8	Waveform 1	1	158.153756748	158.540961457	0.0	22050.0	0.387	22050.0		
8	Spectrogram 1	1	158.153756748	158.540961457	0.0	22050.0	0.387	22050.0	-46.6	
9	Waveform 1	1	163.510545641	163.780415589	0.0	22050.0	0.270	22050.0		
9	Spectrogram 1	1	163.510545641	163.780415589	0.0	22050.0	0.270	22050.0	-47.4	
10	Waveform 1	1	163.780415589	163.985751419	0.0	22050.0	0.205	22050.0		
10	Spectrogram 1	1	163.780415589	163.985751419	0.0	22050.0	0.205	22050.0	-46.2	
11	Waveform 1	1	165.071097951	165.534570254	0.0	22050.0	0.463	22050.0		
11	Spectrogram 1	1	165.071097951	165.534570254	0.0	22050.0	0.463	22050.0	-44.2	
12	Waveform 1	1	167.864723483	168.028992147	0.0	22050.0	0.164	22050.0		
12	Spectrogram 1	1	167.864723483	168.028992147	0.0	22050.0	0.164	22050.0	-48.1	
13	Waveform 1	1	168.028992147	168.316462310	0.0	22050.0	0.287	22050.0		
13	Spectrogram 1	1	168.028992147	168.316462310	0.0	22050.0	0.287	22050.0	-44.1	
14	Waveform 1	1	168.316462310	168.627399424	0.0	22050.0	0.311	22050.0		
14	Spectrogram 1	1	168.316462310	168.627399424	0.0	22050.0	0.311	22050.0	-44.0	
15	Waveform 1	1	170.158618044	170.639690561	0.0	22050.0	0.481	22050.0		
15	Spectrogram 1	1	170.158618044	170.639690561	0.0	22050.0	0.481	22050.0	-44.1	
16	Waveform 1	1	187.061317007	187.360520646	0.0	22050.0	0.299	22050.0		
16	Spectrogram 1	1	187.061317007	187.360520646	0.0	22050.0	0.299	22050.0	-44.7	
17	Waveform 1	1	187.595190166	187.894393804	0.0	22050.0	0.299	22050.0		
17	Spectrogram 1	1	187.595190166	187.894393804	0.0	22050.0	0.299	22050.0	-43.5	
18	Waveform 1	1	190.831826331	191.013695209	0.0	22050.0	0.182	22050.0		
18	Spectrogram 1	1	190.831826331	191.013695209	0.0	22050.0	0.182	22050.0	-45.8	
19	Waveform 1	1	191.418500132	191.576902058	0.0	22050.0	0.158	22050.0		
19	Spectrogram 1	1	191.418500132	191.576902058	0.0	22050.0	0.158	22050.0	-41.7	
20	Waveform 1	1	197.458091172	197.745561334	0.0	22050.0	0.287	22050.0		
20	Spectrogram 1	1	197.458091172	197.745561334	0.0	22050.0	0.287	22050.0	-42.5	
21	Waveform 1	1	197.857029356	198.079965401	0.0	22050.0	0.223	22050.0		
21	Spectrogram 1	1	197.857029356	198.079965401	0.0	22050.0	0.223	22050.0	-44.1	
22	Waveform 1	1	245.711918919	245.899654536	0.0	22050.0	0.188	22050.0		
22	Spectrogram 1	1	245.711918919	245.899654536	0.0	22050.0	0.188	22050.0	-47.9	
23	Waveform 1	1	247.589275082	247.771143960	0.0	22050.0	0.182	22050.0		
23	Spectrogram 1	1	247.589275082	247.771143960	0.0	22050.0	0.182	22050.0	-49.8	
24	Waveform 1	1	256.137425625	256.483563167	0.0	22050.0	0.346	22050.0		
24	Spectrogram 1	1	256.137425625	256.483563167	0.0	22050.0	0.346	22050.0	-49.6	
25	Waveform 1	1	256.571564237	257.111304134	0.0	22050.0	0.540	22050.0		
25	Spectrogram 1	1	256.571564237	257.111304134	0.0	22050.0	0.540	22050.0	-50.3	
26	Waveform 1	1	257.216905418	257.392907559	0.0	22050.0	0.176	22050.0		
26	Spectrogram 1	1	257.216905418	257.392907559	0.0	22050.0	0.176	22050.0	-50.4	
27	Waveform 1	1	257.392907559	257.621710341	0.0	22050.0	0.229	22050.0		
27	Spectrogram 1	1	257.392907559	257.621710341	0.0	22050.0	0.229	22050.0	-50.7	
28	Waveform 1	1	257.621710341	257.815312695	0.0	22050.0	0.194	22050.0		
28	Spectrogram 1	1	257.621710341	257.815312695	0.0	22050.0	0.194	22050.0	-49.3	
29	Waveform 1	1	257.838779647	258.026515264	0.0	22050.0	0.188	22050.0		
29	Spectrogram 1	1	257.838779647	258.026515264	0.0	22050.0	0.188	22050.0	-49.9	
30	Waveform 1	1	258.026515264	258.190783928	0.0	22050.0	0.164	22050.0		
30	Spectrogram 1	1	258.026515264	258.190783928	0.0	22050.0	0.164	22050.0	-50.2	
31	Waveform 1	1	258.190783928	258.425453448	0.0	22050.0	0.235	22050.0		
31	Spectrogram 1	1	258.190783928	258.425453448	0.0	22050.0	0.235	22050.0	-50.2	
32	Waveform 1	1	260.380736362	260.574338717	0.0	22050.0	0.194	22050.0		
32	Spectrogram 1	1	260.380736362	260.574338717	0.0	22050.0	0.194	22050.0	-48.6	
33	Waveform 1	1	260.574338717	260.738607381	0.0	22050.0	0.164	22050.0		
33	Spectrogram 1	1	260.574338717	260.738607381	0.0	22050.0	0.164	22050.0	-48.5	
34	Waveform 1	1	260.738607381	260.967410163	0.0	22050.0	0.229	22050.0		
34	Spectrogram 1	1	260.738607381	260.967410163	0.0	22050.0	0.229	22050.0	-48.0	
35	Waveform 1	1	268.563489759	268.833359708	0.0	22050.0	0.270	22050.0		
35	Spectrogram 1	1	268.563489759	268.833359708	0.0	22050.0	0.270	22050.0	-47.7	
36	Waveform 1	1	268.821626232	269.021095324	0.0	22050.0	0.199	22050.0		
36	Spectrogram 1	1	268.821626232	269.021095324	0.0	22050.0	0.199	22050.0	-48.8	
37	Waveform 1	1	271.410516851	271.527851611	0.0	22050.0	0.117	22050.0		
37	Spectrogram 1	1	271.410516851	271.527851611	0.0	22050.0	0.117	22050.0	-50.2	
38	Waveform 1	1	271.533718349	271.903322844	0.0	22050.0	0.370	22050.0		
38	Spectrogram 1	1	271.533718349	271.903322844	0.0	22050.0	0.370	22050.0	-48.2	
39	Waveform 1	1	297.310844645	297.522047213	0.0	22050.0	0.211	22050.0		
39	Spectrogram 1	1	297.310844645	297.522047213	0.0	22050.0	0.211	22050.0	-47.4	
40	Waveform 1	1	297.522047213	297.703916091	0.0	22050.0	0.182	22050.0		
40	Spectrogram 1	1	297.522047213	297.703916091	0.0	22050.0	0.182	22050.0	-47.7	
41	Waveform 1	1	297.703916091	297.915118660	0.0	22050.0	0.211	22050.0		
41	Spectrogram 1	1	297.703916091	297.915118660	0.0	22050.0	0.211	22050.0	-48.4	
42	Waveform 1	1	297.915118660	298.138054704	0.0	22050.0	0.223	22050.0		
42	Spectrogram 1	1	297.915118660	298.138054704	0.0	22050.0	0.223	22050.0	-47.0	
43	Waveform 1	1	313.355340469	313.607610204	0.0	22050.0	0.252	22050.0		
43	Spectrogram 1	1	313.355340469	313.607610204	0.0	22050.0	0.252	22050.0	-47.8	
44	Waveform 1	1	313.613476942	313.830546248	0.0	22050.0	0.217	22050.0		
44	Spectrogram 1	1	313.613476942	313.830546248	0.0	22050.0	0.217	22050.0	-47.4	
