Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	1.548780619	1.787930568	0.0	22050.0	0.239	22050.0		
1	Spectrogram 1	1	1.548780619	1.787930568	0.0	22050.0	0.239	22050.0	-48.8	
2	Waveform 1	1	4.355945491	4.765916831	0.0	22050.0	0.410	22050.0		
2	Spectrogram 1	1	4.355945491	4.765916831	0.0	22050.0	0.410	22050.0	-37.2	
3	Waveform 1	1	6.123293646	6.385219780	0.0	22050.0	0.262	22050.0		
3	Spectrogram 1	1	6.123293646	6.385219780	0.0	22050.0	0.262	22050.0	-46.0	
4	Waveform 1	1	6.385219780	6.652839961	0.0	22050.0	0.268	22050.0		
4	Spectrogram 1	1	6.385219780	6.652839961	0.0	22050.0	0.268	22050.0	-45.4	
5	Waveform 1	1	6.652839961	6.891989909	0.0	22050.0	0.239	22050.0		
5	Spectrogram 1	1	6.652839961	6.891989909	0.0	22050.0	0.239	22050.0	-47.4	
6	Waveform 1	1	9.852754441	10.143150807	0.0	22050.0	0.290	22050.0		
6	Spectrogram 1	1	9.852754441	10.143150807	0.0	22050.0	0.290	22050.0	-43.2	
7	Waveform 1	1	10.188703178	10.450629312	0.0	22050.0	0.262	22050.0		
7	Spectrogram 1	1	10.188703178	10.450629312	0.0	22050.0	0.262	22050.0	-43.5	
8	Waveform 1	1	10.450629312	10.701167353	0.0	22050.0	0.251	22050.0		
8	Spectrogram 1	1	10.450629312	10.701167353	0.0	22050.0	0.251	22050.0	-39.0	
9	Waveform 1	1	10.741025678	10.980175627	0.0	22050.0	0.239	22050.0		
9	Spectrogram 1	1	10.741025678	10.980175627	0.0	22050.0	0.239	22050.0	-47.6	
10	Waveform 1	1	10.980175627	11.202243436	0.0	22050.0	0.222	22050.0		
10	Spectrogram 1	1	10.980175627	11.202243436	0.0	22050.0	0.222	22050.0	-45.2	
11	Waveform 1	1	14.760299385	14.953896963	0.0	22050.0	0.194	22050.0		
11	Spectrogram 1	1	14.760299385	14.953896963	0.0	22050.0	0.194	22050.0	-45.9	
12	Waveform 1	1	15.045001705	15.227211190	0.0	22050.0	0.182	22050.0		
12	Spectrogram 1	1	15.045001705	15.227211190	0.0	22050.0	0.182	22050.0	-45.6	
13	Waveform 1	1	36.813365925	37.194867033	0.0	22050.0	0.382	22050.0		
13	Spectrogram 1	1	36.813365925	37.194867033	0.0	22050.0	0.382	22050.0	-44.6	
14	Waveform 1	1	37.194867033	37.587756234	0.0	22050.0	0.393	22050.0		
14	Spectrogram 1	1	37.194867033	37.587756234	0.0	22050.0	0.393	22050.0	-45.5	
15	Waveform 1	1	37.923704972	38.407698915	0.0	22050.0	0.484	22050.0		
15	Spectrogram 1	1	37.923704972	38.407698915	0.0	22050.0	0.484	22050.0	-47.1	
16	Waveform 1	1	38.572826260	39.147924946	0.0	22050.0	0.575	22050.0		
16	Spectrogram 1	1	38.572826260	39.147924946	0.0	22050.0	0.575	22050.0	-44.8	
17	Waveform 1	1	39.929036392	40.105551830	0.0	22050.0	0.177	22050.0		sqs.01_agitated_NA
17	Spectrogram 1	1	39.929036392	40.105551830	0.0	22050.0	0.177	22050.0	-48.6	sqs.01_agitated_NA
18	Waveform 1	1	40.151104201	40.401642243	0.0	22050.0	0.251	22050.0		sqs.01_agitated_NA
18	Spectrogram 1	1	40.151104201	40.401642243	0.0	22050.0	0.251	22050.0	-46.4	sqs.01_agitated_NA
19	Waveform 1	1	40.526911263	40.737590980	0.0	22050.0	0.211	22050.0		sqs.01_agitated_NA
19	Spectrogram 1	1	40.526911263	40.737590980	0.0	22050.0	0.211	22050.0	-48.8	sqs.01_agitated_NA
20	Waveform 1	1	40.737590980	40.936882604	0.0	22050.0	0.199	22050.0		sqs.01_agitated_NA
20	Spectrogram 1	1	40.737590980	40.936882604	0.0	22050.0	0.199	22050.0	-48.4	sqs.01_agitated_NA
