Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	19.152484194	19.539810361	0.0	22050.0	0.387	22050.0		
1	Spectrogram 1	1	19.152484194	19.539810361	0.0	22050.0	0.387	22050.0	-50.8	
2	Waveform 1	1	21.501429984	21.820036993	0.0	22050.0	0.319	22050.0		
2	Spectrogram 1	1	21.501429984	21.820036993	0.0	22050.0	0.319	22050.0	-45.4	
3	Waveform 1	1	21.832531385	22.244846338	0.0	22050.0	0.412	22050.0		
3	Spectrogram 1	1	21.832531385	22.244846338	0.0	22050.0	0.412	22050.0	-51.4	
4	Waveform 1	1	23.590400489	23.871524320	0.0	22050.0	0.281	22050.0		
4	Spectrogram 1	1	23.590400489	23.871524320	0.0	22050.0	0.281	22050.0	-49.8	
5	Waveform 1	1	36.907196517	37.556904927	0.0	22050.0	0.650	22050.0		
5	Spectrogram 1	1	36.907196517	37.556904927	0.0	22050.0	0.650	22050.0	-48.9	
6	Waveform 1	1	37.769309599	38.169130159	0.0	22050.0	0.400	22050.0		
6	Spectrogram 1	1	37.769309599	38.169130159	0.0	22050.0	0.400	22050.0	-50.9	
7	Waveform 1	1	38.300321280	38.581445112	0.0	22050.0	0.281	22050.0		
7	Spectrogram 1	1	38.300321280	38.581445112	0.0	22050.0	0.281	22050.0	-47.1	
8	Waveform 1	1	38.650164270	38.900052120	0.0	22050.0	0.250	22050.0		
8	Spectrogram 1	1	38.650164270	38.900052120	0.0	22050.0	0.250	22050.0	-45.8	
9	Waveform 1	1	74.828205723	75.046857592	0.0	22050.0	0.219	22050.0		
9	Spectrogram 1	1	74.828205723	75.046857592	0.0	22050.0	0.219	22050.0	-46.0	
10	Waveform 1	1	75.958948244	76.183847309	0.0	22050.0	0.225	22050.0		
10	Spectrogram 1	1	75.958948244	76.183847309	0.0	22050.0	0.225	22050.0	-49.8	
11	Waveform 1	1	76.233824879	76.477465533	0.0	22050.0	0.244	22050.0		
11	Spectrogram 1	1	76.233824879	76.477465533	0.0	22050.0	0.244	22050.0	-46.3	
12	Waveform 1	1	79.090880555	79.372004386	0.0	22050.0	0.281	22050.0		
12	Spectrogram 1	1	79.090880555	79.372004386	0.0	22050.0	0.281	22050.0	-46.8	
13	Waveform 1	1	80.002971207	80.196634291	0.0	22050.0	0.194	22050.0		
13	Spectrogram 1	1	80.002971207	80.196634291	0.0	22050.0	0.194	22050.0	-47.4	
14	Waveform 1	1	80.259106254	80.565218870	0.0	22050.0	0.306	22050.0		
14	Spectrogram 1	1	80.259106254	80.565218870	0.0	22050.0	0.306	22050.0	-48.9	
15	Waveform 1	1	84.444894549	84.744759969	0.0	22050.0	0.300	22050.0		
15	Spectrogram 1	1	84.444894549	84.744759969	0.0	22050.0	0.300	22050.0	-43.1	
16	Waveform 1	1	87.068716974	87.437301553	0.0	22050.0	0.369	22050.0		
16	Spectrogram 1	1	87.068716974	87.437301553	0.0	22050.0	0.369	22050.0	-43.4	
17	Waveform 1	1	89.038350690	89.388193680	0.0	22050.0	0.350	22050.0		
17	Spectrogram 1	1	89.038350690	89.388193680	0.0	22050.0	0.350	22050.0	-44.4	
18	Waveform 1	1	95.122326617	95.440933625	0.0	22050.0	0.319	22050.0		
18	Spectrogram 1	1	95.122326617	95.440933625	0.0	22050.0	0.319	22050.0	-40.9	
19	Waveform 1	1	97.733654649	98.245924742	0.0	22050.0	0.512	22050.0		
19	Spectrogram 1	1	97.733654649	98.245924742	0.0	22050.0	0.512	22050.0	-47.4	
20	Waveform 1	1	124.855974941	125.268289894	0.0	22050.0	0.412	22050.0		
20	Spectrogram 1	1	124.855974941	125.268289894	0.0	22050.0	0.412	22050.0	-46.6	
21	Waveform 1	1	252.246072034	252.670881379	0.0	22050.0	0.425	22050.0		
21	Spectrogram 1	1	252.246072034	252.670881379	0.0	22050.0	0.425	22050.0	-44.4	
