Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
11	Spectrogram 1	1	300.105905389	300.365955015	0.0	22050.0	0.260	22050.0	-53.8	
12	Waveform 1	1	300.382208116	300.606500918	0.0	22050.0	0.224	22050.0		
12	Spectrogram 1	1	300.382208116	300.606500918	0.0	22050.0	0.224	22050.0	-50.3	
13	Waveform 1	1	301.055086522	301.308634906	0.0	22050.0	0.254	22050.0		
13	Spectrogram 1	1	301.055086522	301.308634906	0.0	22050.0	0.254	22050.0	-45.1	
14	Waveform 1	1	301.311885527	301.506922746	0.0	22050.0	0.195	22050.0		
14	Spectrogram 1	1	301.311885527	301.506922746	0.0	22050.0	0.195	22050.0	-44.0	
15	Waveform 1	1	301.526426468	301.727964927	0.0	22050.0	0.202	22050.0		
15	Spectrogram 1	1	301.526426468	301.727964927	0.0	22050.0	0.202	22050.0	-45.4	
16	Waveform 1	1	301.724714307	301.984763932	0.0	22050.0	0.260	22050.0		
16	Spectrogram 1	1	301.724714307	301.984763932	0.0	22050.0	0.260	22050.0	-41.4	
17	Waveform 1	1	302.335830926	302.534118766	0.0	22050.0	0.198	22050.0		
17	Spectrogram 1	1	302.335830926	302.534118766	0.0	22050.0	0.198	22050.0	-38.9	
18	Waveform 1	1	338.265416991	338.697749493	0.0	22050.0	0.432	22050.0		
18	Spectrogram 1	1	338.265416991	338.697749493	0.0	22050.0	0.432	22050.0	-49.1	
19	Waveform 1	1	350.013941285	350.332502076	0.0	22050.0	0.319	22050.0		
19	Spectrogram 1	1	350.013941285	350.332502076	0.0	22050.0	0.319	22050.0	-45.4	
20	Waveform 1	1	350.378010760	350.748581476	0.0	22050.0	0.371	22050.0		
20	Spectrogram 1	1	350.378010760	350.748581476	0.0	22050.0	0.371	22050.0	-45.9	
21	Waveform 1	1	351.002129861	351.444214224	0.0	22050.0	0.442	22050.0		
21	Spectrogram 1	1	351.002129861	351.444214224	0.0	22050.0	0.442	22050.0	-47.7	
22	Waveform 1	1	351.587241518	352.055330844	0.0	22050.0	0.468	22050.0		
22	Spectrogram 1	1	351.587241518	352.055330844	0.0	22050.0	0.468	22050.0	-44.6	
23	Waveform 1	1	352.651650969	353.220509524	0.0	22050.0	0.569	22050.0		
23	Spectrogram 1	1	352.651650969	353.220509524	0.0	22050.0	0.569	22050.0	-45.2	
24	Waveform 1	1	353.402544262	354.000658400	0.0	22050.0	0.598	22050.0		
24	Spectrogram 1	1	353.402544262	354.000658400	0.0	22050.0	0.598	22050.0	-45.9	
25	Waveform 1	1	354.046167084	354.673536806	0.0	22050.0	0.627	22050.0		
25	Spectrogram 1	1	354.046167084	354.673536806	0.0	22050.0	0.627	22050.0	-47.3	
26	Waveform 1	1	384.065490999	384.380801169	0.0	22050.0	0.315	22050.0		
26	Spectrogram 1	1	384.065490999	384.380801169	0.0	22050.0	0.315	22050.0	-45.5	
27	Waveform 1	1	368.076215519	368.316761423	0.0	22050.0	0.241	22050.0		
27	Spectrogram 1	1	368.076215519	368.316761423	0.0	22050.0	0.241	22050.0	-49.3	
28	Waveform 1	1	363.372905103	363.922259936	0.0	22050.0	0.549	22050.0		
28	Spectrogram 1	1	363.372905103	363.922259936	0.0	22050.0	0.549	22050.0	-51.9	
29	Waveform 1	1	387.656118571	387.961676881	0.0	22050.0	0.306	22050.0		
29	Spectrogram 1	1	387.656118571	387.961676881	0.0	22050.0	0.306	22050.0	-46.3	
30	Waveform 1	1	389.457933373	389.753739821	0.0	22050.0	0.296	22050.0		
30	Spectrogram 1	1	389.457933373	389.753739821	0.0	22050.0	0.296	22050.0	-46.0	
31	Waveform 1	1	464.143762035	464.368054837	0.0	22050.0	0.224	22050.0		
31	Spectrogram 1	1	464.143762035	464.368054837	0.0	22050.0	0.224	22050.0	-44.3	
