Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	25.272015490	25.408755219	0.0	22050.0	0.137	22050.0		NA_u.moving.tree_NA
1	Spectrogram 1	1	25.272015490	25.408755219	0.0	22050.0	0.137	22050.0	-50.6	NA_u.moving.tree_NA
3	Waveform 1	1	59.250287281	59.716445449	0.0	22050.0	0.466	22050.0		sqs.01_perched_NA
3	Spectrogram 1	1	59.250287281	59.716445449	0.0	22050.0	0.466	22050.0	-53.4	sqs.01_perched_NA
4	Waveform 1	1	79.830917402	80.247352031	0.0	22050.0	0.416	22050.0		sqs.01_perched_NA
4	Spectrogram 1	1	79.830917402	80.247352031	0.0	22050.0	0.416	22050.0	-51.1	sqs.01_perched_NA
5	Waveform 1	1	77.272702253	77.720214094	0.0	22050.0	0.448	22050.0		sqs.01_perched_NA
5	Spectrogram 1	1	77.272702253	77.720214094	0.0	22050.0	0.448	22050.0	-49.0	sqs.01_perched_NA
6	Waveform 1	1	81.850935903	82.286016859	0.0	22050.0	0.435	22050.0		sqs.01_perched_NA
6	Spectrogram 1	1	81.850935903	82.286016859	0.0	22050.0	0.435	22050.0	-48.8	sqs.01_perched_NA
7	Waveform 1	1	110.984346171	111.189455765	0.0	22050.0	0.205	22050.0		
7	Spectrogram 1	1	110.984346171	111.189455765	0.0	22050.0	0.205	22050.0	-43.2	
8	Waveform 1	1	111.232963861	111.481581550	0.0	22050.0	0.249	22050.0		
8	Spectrogram 1	1	111.232963861	111.481581550	0.0	22050.0	0.249	22050.0	-42.5	
9	Waveform 1	1	111.481581550	111.680475701	0.0	22050.0	0.199	22050.0		
9	Spectrogram 1	1	111.481581550	111.680475701	0.0	22050.0	0.199	22050.0	-41.9	
10	Waveform 1	1	111.680475701	111.935308833	0.0	22050.0	0.255	22050.0		
10	Spectrogram 1	1	111.680475701	111.935308833	0.0	22050.0	0.255	22050.0	-43.6	
11	Waveform 1	1	111.985032371	112.196357407	0.0	22050.0	0.211	22050.0		
11	Spectrogram 1	1	111.985032371	112.196357407	0.0	22050.0	0.211	22050.0	-42.4	
12	Waveform 1	1	112.594145709	112.817901630	0.0	22050.0	0.224	22050.0		
12	Spectrogram 1	1	112.594145709	112.817901630	0.0	22050.0	0.224	22050.0	-45.4	
13	Waveform 1	1	112.861409725	113.097596530	0.0	22050.0	0.236	22050.0		
13	Spectrogram 1	1	112.861409725	113.097596530	0.0	22050.0	0.236	22050.0	-44.5	
14	Waveform 1	1	113.165966395	113.402153199	0.0	22050.0	0.236	22050.0		
14	Spectrogram 1	1	113.165966395	113.402153199	0.0	22050.0	0.236	22050.0	-40.6	
15	Waveform 1	1	232.857842605	233.230769139	0.0	22050.0	0.373	22050.0		
15	Spectrogram 1	1	232.857842605	233.230769139	0.0	22050.0	0.373	22050.0	-47.0	
16	Waveform 1	1	233.516679481	233.939329553	0.0	22050.0	0.423	22050.0		
16	Spectrogram 1	1	233.516679481	233.939329553	0.0	22050.0	0.423	22050.0	-42.9	
17	Waveform 1	1	375.878211036	376.257353012	0.0	22050.0	0.379	22050.0		NA_NA_u.04
17	Spectrogram 1	1	375.878211036	376.257353012	0.0	22050.0	0.379	22050.0	-42.7	NA_NA_u.04
18	Waveform 1	1	407.374763358	407.753905334	0.0	22050.0	0.379	22050.0		
18	Spectrogram 1	1	407.374763358	407.753905334	0.0	22050.0	0.379	22050.0	-45.9	
