Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	1.770581131	2.024427888	0.0	22050.0	0.254	22050.0		
1	Spectrogram 1	1	1.770581131	2.024427888	0.0	22050.0	0.254	22050.0	-45.4	
2	Waveform 1	1	2.297313152	2.557506078	0.0	22050.0	0.260	22050.0		
2	Spectrogram 1	1	2.297313152	2.557506078	0.0	22050.0	0.260	22050.0	-45.3	
3	Waveform 1	1	5.375205083	5.679821191	0.0	22050.0	0.305	22050.0		
3	Spectrogram 1	1	5.375205083	5.679821191	0.0	22050.0	0.305	22050.0	-43.5	
4	Waveform 1	1	8.013202533	8.330510980	0.0	22050.0	0.317	22050.0		
4	Spectrogram 1	1	8.013202533	8.330510980	0.0	22050.0	0.317	22050.0	-46.1	
5	Waveform 1	1	8.400318838	8.679550271	0.0	22050.0	0.279	22050.0		
5	Spectrogram 1	1	8.400318838	8.679550271	0.0	22050.0	0.279	22050.0	-45.3	
6	Waveform 1	1	14.877984812	15.246062610	0.0	22050.0	0.368	22050.0		
6	Spectrogram 1	1	14.877984812	15.246062610	0.0	22050.0	0.368	22050.0	-41.9	
7	Waveform 1	1	15.246062610	15.544332550	0.0	22050.0	0.298	22050.0		
7	Spectrogram 1	1	15.246062610	15.544332550	0.0	22050.0	0.298	22050.0	-41.3	
8	Waveform 1	1	16.819912504	17.251451991	0.0	22050.0	0.432	22050.0		
8	Spectrogram 1	1	16.819912504	17.251451991	0.0	22050.0	0.432	22050.0	-43.0	
9	Waveform 1	1	17.854338040	18.114530966	0.0	22050.0	0.260	22050.0		
9	Spectrogram 1	1	17.854338040	18.114530966	0.0	22050.0	0.260	22050.0	-42.2	
10	Waveform 1	1	18.228762006	18.444531750	0.0	22050.0	0.216	22050.0		
10	Spectrogram 1	1	18.228762006	18.444531750	0.0	22050.0	0.216	22050.0	-46.2	
11	Waveform 1	1	18.660301494	18.958571433	0.0	22050.0	0.298	22050.0		
11	Spectrogram 1	1	18.660301494	18.958571433	0.0	22050.0	0.298	22050.0	-44.0	
12	Waveform 1	1	44.747594439	44.963364182	0.0	22050.0	0.216	22050.0		
12	Spectrogram 1	1	44.747594439	44.963364182	0.0	22050.0	0.216	22050.0	-46.5	
13	Waveform 1	1	50.381456267	50.552802828	0.0	22050.0	0.171	22050.0		
13	Spectrogram 1	1	50.381456267	50.552802828	0.0	22050.0	0.171	22050.0	-43.9	
14	Waveform 1	1	53.465694367	53.662425603	0.0	22050.0	0.197	22050.0		
14	Spectrogram 1	1	53.465694367	53.662425603	0.0	22050.0	0.197	22050.0	-44.1	
15	Waveform 1	1	58.857810882	59.175119329	0.0	22050.0	0.317	22050.0		
15	Spectrogram 1	1	58.857810882	59.175119329	0.0	22050.0	0.317	22050.0	-38.3	
16	Waveform 1	1	59.416273748	59.809736222	0.0	22050.0	0.393	22050.0		
16	Spectrogram 1	1	59.416273748	59.809736222	0.0	22050.0	0.393	22050.0	-40.0	
17	Waveform 1	1	62.397909608	62.600987013	0.0	22050.0	0.203	22050.0		
17	Spectrogram 1	1	62.397909608	62.600987013	0.0	22050.0	0.203	22050.0	-41.7	
18	Waveform 1	1	63.165796048	63.368873454	0.0	22050.0	0.203	22050.0		
