Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	0.268917884	0.792085405	0.0	22050.0	0.523	22050.0		
1	Spectrogram 1	1	0.268917884	0.792085405	0.0	22050.0	0.523	22050.0	-43.4	
2	Waveform 1	1	0.831200734	1.461935408	0.0	22050.0	0.631	22050.0		
2	Spectrogram 1	1	0.831200734	1.461935408	0.0	22050.0	0.631	22050.0	-39.8	
3	Waveform 1	1	2.268689062	2.933649649	0.0	22050.0	0.665	22050.0		
3	Spectrogram 1	1	2.268689062	2.933649649	0.0	22050.0	0.665	22050.0	-44.6	
4	Waveform 1	1	3.070553299	3.569273740	0.0	22050.0	0.499	22050.0		
4	Spectrogram 1	1	3.070553299	3.569273740	0.0	22050.0	0.499	22050.0	-42.9	
5	Waveform 1	1	3.569273740	3.911532865	0.0	22050.0	0.342	22050.0		
5	Spectrogram 1	1	3.569273740	3.911532865	0.0	22050.0	0.342	22050.0	-42.9	
6	Waveform 1	1	3.911532865	4.239123743	0.0	22050.0	0.328	22050.0		
6	Spectrogram 1	1	3.911532865	4.239123743	0.0	22050.0	0.328	22050.0	-41.5	
7	Waveform 1	1	4.224455495	4.571604036	0.0	22050.0	0.347	22050.0		
7	Spectrogram 1	1	4.224455495	4.571604036	0.0	22050.0	0.347	22050.0	-41.7	
8	Waveform 1	1	4.571604036	4.899194914	0.0	22050.0	0.328	22050.0		
8	Spectrogram 1	1	4.571604036	4.899194914	0.0	22050.0	0.328	22050.0	-41.9	
9	Waveform 1	1	6.474425548	7.041597813	0.0	22050.0	0.567	22050.0		
9	Spectrogram 1	1	6.474425548	7.041597813	0.0	22050.0	0.567	22050.0	-44.1	
10	Waveform 1	1	7.041597813	7.388746355	0.0	22050.0	0.347	22050.0		
10	Spectrogram 1	1	7.041597813	7.388746355	0.0	22050.0	0.347	22050.0	-43.6	
11	Waveform 1	1	7.388746355	7.838572635	0.0	22050.0	0.450	22050.0		
11	Spectrogram 1	1	7.388746355	7.838572635	0.0	22050.0	0.450	22050.0	-43.0	
12	Waveform 1	1	7.838572635	8.303067162	0.0	22050.0	0.464	22050.0		
12	Spectrogram 1	1	7.838572635	8.303067162	0.0	22050.0	0.464	22050.0	-44.9	
13	Waveform 1	1	8.439970813	8.938691253	0.0	22050.0	0.499	22050.0		
13	Spectrogram 1	1	8.439970813	8.938691253	0.0	22050.0	0.499	22050.0	-43.3	
