Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
27	Spectrogram 1	1	670.517551924	670.712845739	0.0	22050.0	0.195	22050.0	-51.9	
28	Waveform 1	1	686.824127488	687.253773880	0.0	22050.0	0.430	22050.0		
28	Spectrogram 1	1	686.824127488	687.253773880	0.0	22050.0	0.430	22050.0	-48.7	
29	Waveform 1	1	689.823840482	690.315980895	0.0	22050.0	0.492	22050.0		
29	Spectrogram 1	1	689.823840482	690.315980895	0.0	22050.0	0.492	22050.0	-46.4	
30	Waveform 1	1	694.946022276	695.547527225	0.0	22050.0	0.602	22050.0		
30	Spectrogram 1	1	694.946022276	695.547527225	0.0	22050.0	0.602	22050.0	-48.0	
31	Waveform 1	1	736.211394946	736.601982576	0.0	22050.0	0.391	22050.0		
31	Spectrogram 1	1	736.211394946	736.601982576	0.0	22050.0	0.391	22050.0	-51.9	
32	Waveform 1	1	739.250166704	739.664189591	0.0	22050.0	0.414	22050.0		
32	Spectrogram 1	1	739.250166704	739.664189591	0.0	22050.0	0.414	22050.0	-50.0	
33	Waveform 1	1	831.753903275	832.277290698	0.0	22050.0	0.523	22050.0		
33	Spectrogram 1	1	831.753903275	832.277290698	0.0	22050.0	0.523	22050.0	-49.4	
