Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	29.713220619	30.042449987	0.0	22050.0	0.329	22050.0		
1	Spectrogram 1	1	29.713220619	30.042449987	0.0	22050.0	0.329	22050.0	-41.1	
2	Waveform 1	1	33.226892665	33.612885716	0.0	22050.0	0.386	22050.0		
2	Spectrogram 1	1	33.226892665	33.612885716	0.0	22050.0	0.386	22050.0	-42.9	
3	Waveform 1	1	34.519624943	34.990763521	0.0	22050.0	0.471	22050.0		
3	Spectrogram 1	1	34.519624943	34.990763521	0.0	22050.0	0.471	22050.0	-44.4	
4	Waveform 1	1	36.670968570	37.153459885	0.0	22050.0	0.482	22050.0		
4	Spectrogram 1	1	36.670968570	37.153459885	0.0	22050.0	0.482	22050.0	-40.2	
5	Waveform 1	1	38.629315672	39.015308724	0.0	22050.0	0.386	22050.0		
5	Spectrogram 1	1	38.629315672	39.015308724	0.0	22050.0	0.386	22050.0	-46.9	
6	Waveform 1	1	39.655469842	40.217430315	0.0	22050.0	0.562	22050.0		
6	Spectrogram 1	1	39.655469842	40.217430315	0.0	22050.0	0.562	22050.0	-44.1	
7	Waveform 1	1	41.988457259	42.505006784	0.0	22050.0	0.517	22050.0		
7	Spectrogram 1	1	41.988457259	42.505006784	0.0	22050.0	0.517	22050.0	-44.0	
8	Waveform 1	1	44.166703009	44.751368955	0.0	22050.0	0.585	22050.0		
8	Spectrogram 1	1	44.166703009	44.751368955	0.0	22050.0	0.585	22050.0	-43.2	
9	Waveform 1	1	60.351266556	60.566968556	0.0	22050.0	0.216	22050.0		
9	Spectrogram 1	1	60.351266556	60.566968556	0.0	22050.0	0.216	22050.0	-47.5	
10	Waveform 1	1	62.644519394	63.047541551	0.0	22050.0	0.403	22050.0		
10	Spectrogram 1	1	62.644519394	63.047541551	0.0	22050.0	0.403	22050.0	-44.8	
11	Waveform 1	1	66.446206510	66.871934140	0.0	22050.0	0.426	22050.0		
11	Spectrogram 1	1	66.446206510	66.871934140	0.0	22050.0	0.426	22050.0	-40.7	
12	Waveform 1	1	297.085106209	297.425688314	0.0	22050.0	0.341	22050.0		
12	Spectrogram 1	1	297.085106209	297.425688314	0.0	22050.0	0.341	22050.0	-43.6	
13	Waveform 1	1	302.537770752	302.884029225	0.0	22050.0	0.346	22050.0		
13	Spectrogram 1	1	302.537770752	302.884029225	0.0	22050.0	0.346	22050.0	-45.5	
14	Waveform 1	1	305.830064430	306.170646535	0.0	22050.0	0.341	22050.0		
14	Spectrogram 1	1	305.830064430	306.170646535	0.0	22050.0	0.341	22050.0	-46.3	
15	Waveform 1	1	309.796366229	310.244799334	0.0	22050.0	0.448	22050.0		
15	Spectrogram 1	1	309.796366229	310.244799334	0.0	22050.0	0.448	22050.0	-41.4	
16	Waveform 1	1	317.440320503	317.729815292	0.0	22050.0	0.289	22050.0		
16	Spectrogram 1	1	317.440320503	317.729815292	0.0	22050.0	0.289	22050.0	-43.8	
17	Waveform 1	1	327.643259625	328.034929046	0.0	22050.0	0.392	22050.0		
17	Spectrogram 1	1	327.643259625	328.034929046	0.0	22050.0	0.392	22050.0	-43.2	
18	Waveform 1	1	331.927438056	332.341812950	0.0	22050.0	0.414	22050.0		
18	Spectrogram 1	1	331.927438056	332.341812950	0.0	22050.0	0.414	22050.0	-42.9	
19	Waveform 1	1	342.386025597	342.800400491	0.0	22050.0	0.414	22050.0		
19	Spectrogram 1	1	342.386025597	342.800400491	0.0	22050.0	0.414	22050.0	-45.8	
20	Waveform 1	1	356.067733407	356.521842880	0.0	22050.0	0.454	22050.0		
20	Spectrogram 1	1	356.067733407	356.521842880	0.0	22050.0	0.454	22050.0	-44.4	
21	Waveform 1	1	361.157744628	361.606177732	0.0	22050.0	0.448	22050.0		
21	Spectrogram 1	1	361.157744628	361.606177732	0.0	22050.0	0.448	22050.0	-45.3	
22	Waveform 1	1	367.587167269	367.950454847	0.0	22050.0	0.363	22050.0		
22	Spectrogram 1	1	367.587167269	367.950454847	0.0	22050.0	0.363	22050.0	-41.7	
23	Waveform 1	1	373.018606058	373.410275478	0.0	22050.0	0.392	22050.0		
23	Spectrogram 1	1	373.018606058	373.410275478	0.0	22050.0	0.392	22050.0	-42.7	
24	Waveform 1	1	378.052065118	378.477792749	0.0	22050.0	0.426	22050.0		
24	Spectrogram 1	1	378.052065118	378.477792749	0.0	22050.0	0.426	22050.0	-42.3	
25	Waveform 1	1	383.556239709	383.981967339	0.0	22050.0	0.426	22050.0		
25	Spectrogram 1	1	383.556239709	383.981967339	0.0	22050.0	0.426	22050.0	-43.9	
26	Waveform 1	1	392.431543195	392.789154405	0.0	22050.0	0.358	22050.0		
26	Spectrogram 1	1	392.431543195	392.789154405	0.0	22050.0	0.358	22050.0	-42.7	
27	Waveform 1	1	398.651363253	399.037356305	0.0	22050.0	0.386	22050.0		
27	Spectrogram 1	1	398.651363253	399.037356305	0.0	22050.0	0.386	22050.0	-40.8	
28	Waveform 1	1	401.817931046	402.243658677	0.0	22050.0	0.426	22050.0		
28	Spectrogram 1	1	401.817931046	402.243658677	0.0	22050.0	0.426	22050.0	-40.3	
29	Waveform 1	1	403.742219937	404.241740357	0.0	22050.0	0.500	22050.0		
29	Spectrogram 1	1	403.742219937	404.241740357	0.0	22050.0	0.500	22050.0	-38.8	
30	Waveform 1	1	405.738610374	406.084868847	0.0	22050.0	0.346	22050.0		
30	Spectrogram 1	1	405.738610374	406.084868847	0.0	22050.0	0.346	22050.0	-39.2	
31	Waveform 1	1	408.298652527	408.735732895	0.0	22050.0	0.437	22050.0		
31	Spectrogram 1	1	408.298652527	408.735732895	0.0	22050.0	0.437	22050.0	-37.1	
32	Waveform 1	1	410.783633380	411.209361010	0.0	22050.0	0.426	22050.0		
32	Spectrogram 1	1	410.783633380	411.209361010	0.0	22050.0	0.426	22050.0	-40.4	
33	Waveform 1	1	413.303940954	413.769403163	0.0	22050.0	0.465	22050.0		
33	Spectrogram 1	1	413.303940954	413.769403163	0.0	22050.0	0.465	22050.0	-40.0	
34	Waveform 1	1	415.436986964	415.771892700	0.0	22050.0	0.335	22050.0		
34	Spectrogram 1	1	415.436986964	415.771892700	0.0	22050.0	0.335	22050.0	-41.0	
35	Waveform 1	1	421.730388288	422.122057708	0.0	22050.0	0.392	22050.0		
35	Spectrogram 1	1	421.730388288	422.122057708	0.0	22050.0	0.392	22050.0	-41.6	
36	Waveform 1	1	426.622360870	427.042412132	0.0	22050.0	0.420	22050.0		
36	Spectrogram 1	1	426.622360870	427.042412132	0.0	22050.0	0.420	22050.0	-40.7	
37	Waveform 1	1	430.883833826	431.230092299	0.0	22050.0	0.346	22050.0		
37	Spectrogram 1	1	430.883833826	431.230092299	0.0	22050.0	0.346	22050.0	-41.0	
38	Waveform 1	1	436.070131786	436.501535785	0.0	22050.0	0.431	22050.0		
38	Spectrogram 1	1	436.070131786	436.501535785	0.0	22050.0	0.431	22050.0	-43.1	
39	Waveform 1	1	440.174146146	440.520404619	0.0	22050.0	0.346	22050.0		
39	Spectrogram 1	1	440.174146146	440.520404619	0.0	22050.0	0.346	22050.0	-42.8	
40	Waveform 1	1	440.593140192	441.001838718	0.0	22050.0	0.409	22050.0		
40	Spectrogram 1	1	440.593140192	441.001838718	0.0	22050.0	0.409	22050.0	-44.1	
41	Waveform 1	1	444.599810510	444.877952562	0.0	22050.0	0.278	22050.0		
41	Spectrogram 1	1	444.599810510	444.877952562	0.0	22050.0	0.278	22050.0	-40.6	
42	Waveform 1	1	444.877952562	445.337738403	0.0	22050.0	0.460	22050.0		
42	Spectrogram 1	1	444.877952562	445.337738403	0.0	22050.0	0.460	22050.0	-43.0	
43	Waveform 1	1	445.337738403	445.513705824	0.0	22050.0	0.176	22050.0		
43	Spectrogram 1	1	445.337738403	445.513705824	0.0	22050.0	0.176	22050.0	-44.8	
44	Waveform 1	1	450.484724832	450.859365147	0.0	22050.0	0.375	22050.0		
44	Spectrogram 1	1	450.484724832	450.859365147	0.0	22050.0	0.375	22050.0	-42.7	
45	Waveform 1	1	453.452408523	453.861107048	0.0	22050.0	0.409	22050.0		
45	Spectrogram 1	1	453.452408523	453.861107048	0.0	22050.0	0.409	22050.0	-44.9	
46	Waveform 1	1	455.778873791	456.164866843	0.0	22050.0	0.386	22050.0		
46	Spectrogram 1	1	455.778873791	456.164866843	0.0	22050.0	0.386	22050.0	-47.6	
47	Waveform 1	1	456.210277790	456.641681789	0.0	22050.0	0.431	22050.0		
47	Spectrogram 1	1	456.210277790	456.641681789	0.0	22050.0	0.431	22050.0	-48.1	
48	Waveform 1	1	458.151595787	458.611381628	0.0	22050.0	0.460	22050.0		
48	Spectrogram 1	1	458.151595787	458.611381628	0.0	22050.0	0.460	22050.0	-48.7	
49	Waveform 1	1	460.199285063	460.630689062	0.0	22050.0	0.431	22050.0		
49	Spectrogram 1	1	460.199285063	460.630689062	0.0	22050.0	0.431	22050.0	-47.0	
50	Waveform 1	1	461.050740325	461.516202534	0.0	22050.0	0.465	22050.0		
