Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	0.003512051	0.193162780	0.0	22050.0	0.190	22050.0		
1	Spectrogram 1	1	0.003512051	0.193162780	0.0	22050.0	0.190	22050.0	-49.5	
2	Waveform 1	1	1.120344123	1.295946651	0.0	22050.0	0.176	22050.0		
2	Spectrogram 1	1	1.120344123	1.295946651	0.0	22050.0	0.176	22050.0	-51.7	
3	Waveform 1	1	1.703344514	1.882459091	0.0	22050.0	0.179	22050.0		
3	Spectrogram 1	1	1.703344514	1.882459091	0.0	22050.0	0.179	22050.0	-51.4	
4	Waveform 1	1	2.166935185	2.296881056	0.0	22050.0	0.130	22050.0		
4	Spectrogram 1	1	2.166935185	2.296881056	0.0	22050.0	0.130	22050.0	-52.0	
5	Waveform 1	1	2.479507684	2.630525857	0.0	22050.0	0.151	22050.0		
5	Spectrogram 1	1	2.479507684	2.630525857	0.0	22050.0	0.151	22050.0	-51.1	
6	Waveform 1	1	2.953634507	3.087092428	0.0	22050.0	0.133	22050.0		
6	Spectrogram 1	1	2.953634507	3.087092428	0.0	22050.0	0.133	22050.0	-51.8	
7	Waveform 1	1	3.385616724	3.543658999	0.0	22050.0	0.158	22050.0		
7	Spectrogram 1	1	3.385616724	3.543658999	0.0	22050.0	0.158	22050.0	-50.6	
8	Waveform 1	1	3.845695345	4.028321974	0.0	22050.0	0.183	22050.0		
8	Spectrogram 1	1	3.845695345	4.028321974	0.0	22050.0	0.183	22050.0	-51.3	
9	Waveform 1	1	4.112611187	4.270653461	0.0	22050.0	0.158	22050.0		
9	Spectrogram 1	1	4.112611187	4.270653461	0.0	22050.0	0.158	22050.0	-50.7	
10	Waveform 1	1	6.768102520	6.891024289	0.0	22050.0	0.123	22050.0		
10	Spectrogram 1	1	6.768102520	6.891024289	0.0	22050.0	0.123	22050.0	-51.1	
11	Waveform 1	1	15.609658562	15.936279263	0.0	22050.0	0.327	22050.0		
11	Spectrogram 1	1	15.609658562	15.936279263	0.0	22050.0	0.327	22050.0	-47.4	
12	Waveform 1	1	15.967887718	16.319092772	0.0	22050.0	0.351	22050.0		
12	Spectrogram 1	1	15.967887718	16.319092772	0.0	22050.0	0.351	22050.0	-44.3	
13	Waveform 1	1	16.333140974	16.687858079	0.0	22050.0	0.355	22050.0		
13	Spectrogram 1	1	16.333140974	16.687858079	0.0	22050.0	0.355	22050.0	-44.2	
14	Waveform 1	1	16.726490635	17.098767993	0.0	22050.0	0.372	22050.0		
14	Spectrogram 1	1	16.726490635	17.098767993	0.0	22050.0	0.372	22050.0	-46.0	
15	Waveform 1	1	17.169009003	17.428900744	0.0	22050.0	0.260	22050.0		
15	Spectrogram 1	1	17.169009003	17.428900744	0.0	22050.0	0.260	22050.0	-45.4	
16	Waveform 1	1	17.562358664	17.874931163	0.0	22050.0	0.313	22050.0		
16	Spectrogram 1	1	17.562358664	17.874931163	0.0	22050.0	0.313	22050.0	-46.8	
17	Waveform 1	1	18.039997538	18.352570037	0.0	22050.0	0.313	22050.0		
17	Spectrogram 1	1	18.039997538	18.352570037	0.0	22050.0	0.313	22050.0	-51.3	
18	Waveform 1	1	18.507100261	18.823184810	0.0	22050.0	0.316	22050.0		
18	Spectrogram 1	1	18.507100261	18.823184810	0.0	22050.0	0.316	22050.0	-50.8	
19	Waveform 1	1	19.077152772	19.431869877	0.0	22050.0	0.355	22050.0		
19	Spectrogram 1	1	19.077152772	19.431869877	0.0	22050.0	0.355	22050.0	-48.8	
20	Waveform 1	1	19.477526534	19.751466476	0.0	22050.0	0.274	22050.0		
20	Spectrogram 1	1	19.477526534	19.751466476	0.0	22050.0	0.274	22050.0	-50.2	
21	Waveform 1	1	19.804147235	20.116719733	0.0	22050.0	0.313	22050.0		
21	Spectrogram 1	1	19.804147235	20.116719733	0.0	22050.0	0.313	22050.0	-48.4	
22	Waveform 1	1	20.179936643	20.548701950	0.0	22050.0	0.369	22050.0		
22	Spectrogram 1	1	20.179936643	20.548701950	0.0	22050.0	0.369	22050.0	-49.1	
23	Waveform 1	1	20.647039365	20.889370853	0.0	22050.0	0.242	22050.0		
23	Spectrogram 1	1	20.647039365	20.889370853	0.0	22050.0	0.242	22050.0	-48.7	
24	Waveform 1	1	20.998244419	21.307304867	0.0	22050.0	0.309	22050.0		
24	Spectrogram 1	1	20.998244419	21.307304867	0.0	22050.0	0.309	22050.0	-49.5	
25	Waveform 1	1	22.229916058	22.595169314	0.0	22050.0	0.365	22050.0		
25	Spectrogram 1	1	22.229916058	22.595169314	0.0	22050.0	0.365	22050.0	-48.4	
26	Waveform 1	1	22.644338022	22.890181560	0.0	22050.0	0.246	22050.0		
26	Spectrogram 1	1	22.644338022	22.890181560	0.0	22050.0	0.246	22050.0	-46.3	
27	Waveform 1	1	22.995543076	23.241386614	0.0	22050.0	0.246	22050.0		
27	Spectrogram 1	1	22.995543076	23.241386614	0.0	22050.0	0.246	22050.0	-48.4	
28	Waveform 1	1	24.014725641	24.383490948	0.0	22050.0	0.369	22050.0		
28	Spectrogram 1	1	24.014725641	24.383490948	0.0	22050.0	0.369	22050.0	-48.7	
29	Waveform 1	1	24.474804262	24.706599598	0.0	22050.0	0.232	22050.0		
29	Spectrogram 1	1	24.474804262	24.706599598	0.0	22050.0	0.232	22050.0	-48.4	
30	Waveform 1	1	32.102950021	32.253968194	0.0	22050.0	0.151	22050.0		
30	Spectrogram 1	1	32.102950021	32.253968194	0.0	22050.0	0.151	22050.0	-50.4	
31	Waveform 1	1	32.387426115	32.566540693	0.0	22050.0	0.179	22050.0		
31	Spectrogram 1	1	32.387426115	32.566540693	0.0	22050.0	0.179	22050.0	-47.1	
32	Waveform 1	1	32.636781704	32.826432433	0.0	22050.0	0.190	22050.0		
32	Spectrogram 1	1	32.636781704	32.826432433	0.0	22050.0	0.190	22050.0	-48.5	
33	Waveform 1	1	40.401543251	40.759772406	0.0	22050.0	0.358	22050.0		sqs.01_taking.off_01
33	Spectrogram 1	1	40.401543251	40.759772406	0.0	22050.0	0.358	22050.0	-51.1	sqs.01_taking.off_01
34	Waveform 1	1	40.830013417	41.237411280	0.0	22050.0	0.407	22050.0		sqs.01_taking.off_01
34	Spectrogram 1	1	40.830013417	41.237411280	0.0	22050.0	0.407	22050.0	-48.0	sqs.01_taking.off_01
