Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	38.071092876	38.447017077	0.000	22050.000	
1	Spectrogram 1	1	38.071092876	38.447017077	0.000	22050.000	
2	Waveform 1	1	39.714245432	40.199308917	0.000	22050.000	
2	Spectrogram 1	1	39.714245432	40.199308917	0.000	22050.000	
4	Waveform 1	1	80.425913148	80.801837349	0.000	22050.000	
4	Spectrogram 1	1	80.425913148	80.801837349	0.000	22050.000	
5	Waveform 1	1	80.801837349	81.256584366	0.000	22050.000	
5	Spectrogram 1	1	80.801837349	81.256584366	0.000	22050.000	
6	Waveform 1	1	95.141178231	95.401899854	0.000	22050.000	
6	Spectrogram 1	1	95.141178231	95.401899854	0.000	22050.000	
7	Waveform 1	1	95.401899854	95.699001239	0.000	22050.000	
7	Spectrogram 1	1	95.401899854	95.699001239	0.000	22050.000	
8	Waveform 1	1	95.699001239	95.996102623	0.000	22050.000	
8	Spectrogram 1	1	95.699001239	95.996102623	0.000	22050.000	
9	Waveform 1	1	96.002165917	96.268950834	0.000	22050.000	
9	Spectrogram 1	1	96.002165917	96.268950834	0.000	22050.000	
10	Waveform 1	1	96.687318090	96.869216897	0.000	22050.000	
10	Spectrogram 1	1	96.687318090	96.869216897	0.000	22050.000	
11	Waveform 1	1	97.705951408	98.087938903	0.000	22050.000	
11	Spectrogram 1	1	97.705951408	98.087938903	0.000	22050.000	
12	Waveform 1	1	97.445229785	97.681698234	0.000	22050.000	
12	Spectrogram 1	1	97.445229785	97.681698234	0.000	22050.000	
13	Waveform 1	1	164.462158724	164.844146219	0.000	22050.000	
13	Spectrogram 1	1	164.462158724	164.844146219	0.000	22050.000	
14	Waveform 1	1	208.294118716	208.621536568	0.000	22050.000	
14	Spectrogram 1	1	208.294118716	208.621536568	0.000	22050.000	
15	Waveform 1	1	234.113468819	234.531836075	0.000	22050.000	
15	Spectrogram 1	1	234.113468819	234.531836075	0.000	22050.000	
