Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	6.867674599	7.293055589	0.0	22050.0	0.425	22050.0		
1	Spectrogram 1	1	6.867674599	7.293055589	0.0	22050.0	0.425	22050.0	-38.9	
2	Waveform 1	1	7.293055589	7.576642916	0.0	22050.0	0.284	22050.0		
2	Spectrogram 1	1	7.293055589	7.576642916	0.0	22050.0	0.284	22050.0	-43.3	
3	Waveform 1	1	9.059031215	9.458631540	0.0	22050.0	0.400	22050.0		
3	Spectrogram 1	1	9.059031215	9.458631540	0.0	22050.0	0.400	22050.0	-40.9	
4	Waveform 1	1	9.458631540	9.806670532	0.0	22050.0	0.348	22050.0		
4	Spectrogram 1	1	9.458631540	9.806670532	0.0	22050.0	0.348	22050.0	-45.6	
5	Waveform 1	1	9.851786697	10.212716022	0.0	22050.0	0.361	22050.0		
5	Spectrogram 1	1	9.851786697	10.212716022	0.0	22050.0	0.361	22050.0	-45.0	
6	Waveform 1	1	13.732689864	14.035612691	0.0	22050.0	0.303	22050.0		
6	Spectrogram 1	1	13.732689864	14.035612691	0.0	22050.0	0.303	22050.0	-38.9	
7	Waveform 1	1	16.046504644	16.452550135	0.0	22050.0	0.406	22050.0		
7	Spectrogram 1	1	16.046504644	16.452550135	0.0	22050.0	0.406	22050.0	-45.9	
8	Waveform 1	1	17.780254438	18.057396598	0.0	22050.0	0.277	22050.0		
8	Spectrogram 1	1	17.780254438	18.057396598	0.0	22050.0	0.277	22050.0	-40.7	
9	Waveform 1	1	19.591346229	19.907159389	0.0	22050.0	0.316	22050.0		
9	Spectrogram 1	1	19.591346229	19.907159389	0.0	22050.0	0.316	22050.0	-38.9	
10	Waveform 1	1	22.957082591	23.292231250	0.0	22050.0	0.335	22050.0		
10	Spectrogram 1	1	22.957082591	23.292231250	0.0	22050.0	0.335	22050.0	-40.2	
11	Waveform 1	1	25.831626858	26.089433519	0.0	22050.0	0.258	22050.0		
11	Spectrogram 1	1	25.831626858	26.089433519	0.0	22050.0	0.258	22050.0	-39.9	
12	Waveform 1	1	29.950554539	30.427496862	0.0	22050.0	0.477	22050.0		
12	Spectrogram 1	1	29.950554539	30.427496862	0.0	22050.0	0.477	22050.0	-43.2	
13	Waveform 1	1	35.421414199	35.821014523	0.0	22050.0	0.400	22050.0		
13	Spectrogram 1	1	35.421414199	35.821014523	0.0	22050.0	0.400	22050.0	-42.0	
14	Waveform 1	1	48.631598928	49.056979918	0.0	22050.0	0.425	22050.0		
14	Spectrogram 1	1	48.631598928	49.056979918	0.0	22050.0	0.425	22050.0	-42.8	
15	Waveform 1	1	52.898299163	53.175441323	0.0	22050.0	0.277	22050.0		
15	Spectrogram 1	1	52.898299163	53.175441323	0.0	22050.0	0.277	22050.0	-41.1	
16	Waveform 1	1	56.011121040	56.288263200	0.0	22050.0	0.277	22050.0		
16	Spectrogram 1	1	56.011121040	56.288263200	0.0	22050.0	0.277	22050.0	-42.7	
17	Waveform 1	1	57.964006495	58.344271319	0.0	22050.0	0.380	22050.0		
17	Spectrogram 1	1	57.964006495	58.344271319	0.0	22050.0	0.380	22050.0	-41.7	
18	Waveform 1	1	84.566180689	84.791761517	0.0	22050.0	0.226	22050.0		
18	Spectrogram 1	1	84.566180689	84.791761517	0.0	22050.0	0.226	22050.0	-43.5	
19	Waveform 1	1	84.798206684	85.017342345	0.0	22050.0	0.219	22050.0		
19	Spectrogram 1	1	84.798206684	85.017342345	0.0	22050.0	0.219	22050.0	-44.4	
20	Waveform 1	1	85.558736333	85.752091328	0.0	22050.0	0.193	22050.0		
20	Spectrogram 1	1	85.558736333	85.752091328	0.0	22050.0	0.193	22050.0	-44.1	
21	Waveform 1	1	87.234479628	87.627634785	0.0	22050.0	0.393	22050.0		
21	Spectrogram 1	1	87.234479628	87.627634785	0.0	22050.0	0.393	22050.0	-44.8	
22	Waveform 1	1	87.582518619	87.975673777	0.0	22050.0	0.393	22050.0		
22	Spectrogram 1	1	87.582518619	87.975673777	0.0	22050.0	0.393	22050.0	-42.3	
23	Waveform 1	1	87.975673777	88.413945100	0.0	22050.0	0.438	22050.0		
23	Spectrogram 1	1	87.975673777	88.413945100	0.0	22050.0	0.438	22050.0	-41.6	
24	Waveform 1	1	91.862808668	92.146395994	0.0	22050.0	0.284	22050.0		
24	Spectrogram 1	1	91.862808668	92.146395994	0.0	22050.0	0.284	22050.0	-44.5	
25	Waveform 1	1	100.215104408	100.511582068	0.0	22050.0	0.296	22050.0		
25	Spectrogram 1	1	100.215104408	100.511582068	0.0	22050.0	0.296	22050.0	-42.7	
26	Waveform 1	1	102.851177514	103.212106839	0.0	22050.0	0.361	22050.0		
26	Spectrogram 1	1	102.851177514	103.212106839	0.0	22050.0	0.361	22050.0	-42.3	
27	Waveform 1	1	117.935586044	118.225618538	0.0	22050.0	0.290	22050.0		
27	Spectrogram 1	1	117.935586044	118.225618538	0.0	22050.0	0.290	22050.0	-42.7	
28	Waveform 1	1	174.750140606	175.227082929	0.0	22050.0	0.477	22050.0		
28	Spectrogram 1	1	174.750140606	175.227082929	0.0	22050.0	0.477	22050.0	-42.0	
