Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	1.433306058	1.585380971	0.0	22050.0	0.152	22050.0		
1	Spectrogram 1	1	1.433306058	1.585380971	0.0	22050.0	0.152	22050.0	-37.1	
2	Waveform 1	1	1.623399700	1.836304578	0.0	22050.0	0.213	22050.0		
2	Spectrogram 1	1	1.623399700	1.836304578	0.0	22050.0	0.213	22050.0	-34.2	
3	Waveform 1	1	1.931351399	2.429396740	0.0	22050.0	0.498	22050.0		
3	Spectrogram 1	1	1.931351399	2.429396740	0.0	22050.0	0.498	22050.0	-33.0	
4	Waveform 1	1	2.653707238	2.900828972	0.0	22050.0	0.247	22050.0		
4	Spectrogram 1	1	2.653707238	2.900828972	0.0	22050.0	0.247	22050.0	-45.2	
5	Waveform 1	1	2.976866428	3.216384417	0.0	22050.0	0.240	22050.0		
5	Spectrogram 1	1	2.976866428	3.216384417	0.0	22050.0	0.240	22050.0	-43.6	
6	Waveform 1	1	11.235646458	11.410532608	0.0	22050.0	0.175	22050.0		
6	Spectrogram 1	1	11.235646458	11.410532608	0.0	22050.0	0.175	22050.0	-45.7	
7	Waveform 1	1	13.071951036	13.813316239	0.0	22050.0	0.741	22050.0		
7	Spectrogram 1	1	13.071951036	13.813316239	0.0	22050.0	0.741	22050.0	-46.8	
8	Waveform 1	1	13.893155568	14.528068331	0.0	22050.0	0.635	22050.0		
8	Spectrogram 1	1	13.893155568	14.528068331	0.0	22050.0	0.635	22050.0	-46.5	
9	Waveform 1	1	18.003158475	18.578461108	0.0	22050.0	0.575	22050.0		
9	Spectrogram 1	1	18.003158475	18.578461108	0.0	22050.0	0.575	22050.0	-48.9	
10	Waveform 1	1	18.739760911	18.949450656	0.0	22050.0	0.210	22050.0		
10	Spectrogram 1	1	18.739760911	18.949450656	0.0	22050.0	0.210	22050.0	-48.4	
11	Waveform 1	1	18.949450656	19.207530342	0.0	22050.0	0.258	22050.0		
11	Spectrogram 1	1	18.949450656	19.207530342	0.0	22050.0	0.258	22050.0	-49.4	
12	Waveform 1	1	19.218283662	19.922626138	0.0	22050.0	0.704	22050.0		
12	Spectrogram 1	1	19.218283662	19.922626138	0.0	22050.0	0.704	22050.0	-50.9	
13	Waveform 1	1	21.573260796	22.213083351	0.0	22050.0	0.640	22050.0		
13	Spectrogram 1	1	21.573260796	22.213083351	0.0	22050.0	0.640	22050.0	-50.8	
14	Waveform 1	1	22.331369874	23.008829049	0.0	22050.0	0.677	22050.0		
14	Spectrogram 1	1	22.331369874	23.008829049	0.0	22050.0	0.677	22050.0	-49.0	
15	Waveform 1	1	31.803222219	32.174211768	0.0	22050.0	0.371	22050.0		
15	Spectrogram 1	1	31.803222219	32.174211768	0.0	22050.0	0.371	22050.0	-45.4	
16	Waveform 1	1	32.324758251	32.518318015	0.0	22050.0	0.194	22050.0		
16	Spectrogram 1	1	32.324758251	32.518318015	0.0	22050.0	0.194	22050.0	-45.2	
17	Waveform 1	1	32.609721237	32.808657662	0.0	22050.0	0.199	22050.0		
17	Spectrogram 1	1	32.609721237	32.808657662	0.0	22050.0	0.199	22050.0	-46.6	
18	Waveform 1	1	32.808657662	33.276427093	0.0	22050.0	0.468	22050.0		
18	Spectrogram 1	1	32.808657662	33.276427093	0.0	22050.0	0.468	22050.0	-47.9	
21	Waveform 1	1	36.222836840	36.400266624	0.0	22050.0	0.177	22050.0		
21	Spectrogram 1	1	36.222836840	36.400266624	0.0	22050.0	0.177	22050.0	-46.9	
22	Waveform 1	1	36.421773265	36.599203049	0.0	22050.0	0.177	22050.0		
22	Spectrogram 1	1	36.421773265	36.599203049	0.0	22050.0	0.177	22050.0	-44.2	
23	Waveform 1	1	36.647592990	36.846529414	0.0	22050.0	0.199	22050.0		
23	Spectrogram 1	1	36.647592990	36.846529414	0.0	22050.0	0.199	22050.0	-45.8	
24	Waveform 1	1	51.545510995	51.981020465	0.0	22050.0	0.436	22050.0		
24	Spectrogram 1	1	51.545510995	51.981020465	0.0	22050.0	0.436	22050.0	-44.8	
25	Waveform 1	1	52.083177008	52.298243413	0.0	22050.0	0.215	22050.0		
25	Spectrogram 1	1	52.083177008	52.298243413	0.0	22050.0	0.215	22050.0	-44.0	
26	Waveform 1	1	52.298243413	52.540193118	0.0	22050.0	0.242	22050.0		
26	Spectrogram 1	1	52.298243413	52.540193118	0.0	22050.0	0.242	22050.0	-42.6	
27	Waveform 1	1	52.540193118	52.814402784	0.0	22050.0	0.274	22050.0		
27	Spectrogram 1	1	52.540193118	52.814402784	0.0	22050.0	0.274	22050.0	-43.3	
28	Waveform 1	1	52.814402784	53.233782274	0.0	22050.0	0.419	22050.0		
28	Spectrogram 1	1	52.814402784	53.233782274	0.0	22050.0	0.419	22050.0	-44.8	
29	Waveform 1	1	53.620901803	54.083294573	0.0	22050.0	0.462	22050.0		
29	Spectrogram 1	1	53.620901803	54.083294573	0.0	22050.0	0.462	22050.0	-45.1	
30	Waveform 1	1	64.391436387	64.853829158	0.0	22050.0	0.462	22050.0		
30	Spectrogram 1	1	64.391436387	64.853829158	0.0	22050.0	0.462	22050.0	-49.9	
31	Waveform 1	1	100.295159155	100.504848900	0.0	22050.0	0.210	22050.0		
31	Spectrogram 1	1	100.295159155	100.504848900	0.0	22050.0	0.210	22050.0	-50.4	
32	Waveform 1	1	100.504848900	100.698408664	0.0	22050.0	0.194	22050.0		
32	Spectrogram 1	1	100.504848900	100.698408664	0.0	22050.0	0.194	22050.0	-51.6	
33	Waveform 1	1	100.698408664	100.961865010	0.0	22050.0	0.263	22050.0		
33	Spectrogram 1	1	100.698408664	100.961865010	0.0	22050.0	0.263	22050.0	-49.4	
34	Waveform 1	1	100.961865010	101.144671455	0.0	22050.0	0.183	22050.0		
34	Spectrogram 1	1	100.961865010	101.144671455	0.0	22050.0	0.183	22050.0	-51.7	
35	Waveform 1	1	101.144671455	101.381244500	0.0	22050.0	0.237	22050.0		
35	Spectrogram 1	1	101.144671455	101.381244500	0.0	22050.0	0.237	22050.0	-50.8	
36	Waveform 1	1	101.381244500	101.671584147	0.0	22050.0	0.290	22050.0		
36	Spectrogram 1	1	101.381244500	101.671584147	0.0	22050.0	0.290	22050.0	-52.2	
37	Waveform 1	1	101.671584147	101.935040493	0.0	22050.0	0.263	22050.0		
37	Spectrogram 1	1	101.671584147	101.935040493	0.0	22050.0	0.263	22050.0	-50.0	
38	Waveform 1	1	101.935040493	102.203873499	0.0	22050.0	0.269	22050.0		
38	Spectrogram 1	1	101.935040493	102.203873499	0.0	22050.0	0.269	22050.0	-49.1	
39	Waveform 1	1	102.203873499	102.467329845	0.0	22050.0	0.263	22050.0		
39	Spectrogram 1	1	102.203873499	102.467329845	0.0	22050.0	0.263	22050.0	-49.5	
40	Waveform 1	1	102.467329845	102.763046152	0.0	22050.0	0.296	22050.0		
40	Spectrogram 1	1	102.467329845	102.763046152	0.0	22050.0	0.296	22050.0	-47.1	
41	Waveform 1	1	102.763046152	103.031879158	0.0	22050.0	0.269	22050.0		
41	Spectrogram 1	1	102.763046152	103.031879158	0.0	22050.0	0.269	22050.0	-48.0	
42	Waveform 1	1	103.031879158	103.316842144	0.0	22050.0	0.285	22050.0		
42	Spectrogram 1	1	103.031879158	103.316842144	0.0	22050.0	0.285	22050.0	-47.6	
43	Waveform 1	1	103.316842144	103.617935111	0.0	22050.0	0.301	22050.0		
43	Spectrogram 1	1	103.316842144	103.617935111	0.0	22050.0	0.301	22050.0	-46.7	
44	Waveform 1	1	103.531908549	103.881391457	0.0	22050.0	0.349	22050.0		
44	Spectrogram 1	1	103.531908549	103.881391457	0.0	22050.0	0.349	22050.0	-46.5	
45	Waveform 1	1	103.881391457	104.203991065	0.0	22050.0	0.323	22050.0		
45	Spectrogram 1	1	103.881391457	104.203991065	0.0	22050.0	0.323	22050.0	-44.4	
46	Waveform 1	1	104.203991065	104.456694090	0.0	22050.0	0.253	22050.0		
46	Spectrogram 1	1	104.203991065	104.456694090	0.0	22050.0	0.253	22050.0	-46.8	
47	Waveform 1	1	104.440564110	104.736280417	0.0	22050.0	0.296	22050.0		
