Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	29.895972203	30.364784624	0.0	22050.0	0.469	22050.0		
1	Spectrogram 1	1	29.895972203	30.364784624	0.0	22050.0	0.469	22050.0	-47.0	
2	Waveform 1	1	33.019549975	33.610448963	0.0	22050.0	0.591	22050.0		
2	Spectrogram 1	1	33.019549975	33.610448963	0.0	22050.0	0.591	22050.0	-46.5	
3	Waveform 1	1	41.312538071	41.927854373	0.0	22050.0	0.615	22050.0		
3	Spectrogram 1	1	41.312538071	41.927854373	0.0	22050.0	0.615	22050.0	-48.2	
4	Waveform 1	1	47.944472102	48.257013715	0.0	22050.0	0.313	22050.0		
4	Spectrogram 1	1	47.944472102	48.257013715	0.0	22050.0	0.313	22050.0	-47.2	
5	Waveform 1	1	49.155570854	49.619499811	0.0	22050.0	0.464	22050.0		
5	Spectrogram 1	1	49.155570854	49.619499811	0.0	22050.0	0.464	22050.0	-41.4	
6	Waveform 1	1	48.520720701	48.823495390	0.0	22050.0	0.303	22050.0		
6	Spectrogram 1	1	48.520720701	48.823495390	0.0	22050.0	0.303	22050.0	-41.3	
7	Waveform 1	1	54.962538009	55.128575741	0.0	22050.0	0.166	22050.0		
7	Spectrogram 1	1	54.962538009	55.128575741	0.0	22050.0	0.166	22050.0	-48.2	
8	Waveform 1	1	55.128575741	55.304380398	0.0	22050.0	0.176	22050.0		
8	Spectrogram 1	1	55.128575741	55.304380398	0.0	22050.0	0.176	22050.0	-48.2	
9	Waveform 1	1	55.275079622	55.441117354	0.0	22050.0	0.166	22050.0		
9	Spectrogram 1	1	55.275079622	55.441117354	0.0	22050.0	0.166	22050.0	-47.9	
10	Waveform 1	1	55.441117354	55.646222788	0.0	22050.0	0.205	22050.0		
10	Spectrogram 1	1	55.441117354	55.646222788	0.0	22050.0	0.205	22050.0	-48.8	
