Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS)	Annotation
1	Waveform 1	1	0.460599066	0.740063668	0.0	22050.0	0.279	22050.0		
1	Spectrogram 1	1	0.460599066	0.740063668	0.0	22050.0	0.279	22050.0	-46.4	
2	Waveform 1	1	0.740063668	1.050579892	0.0	22050.0	0.311	22050.0		
2	Spectrogram 1	1	0.740063668	1.050579892	0.0	22050.0	0.311	22050.0	-47.0	
3	Waveform 1	1	1.050579892	1.386972469	0.0	22050.0	0.336	22050.0		
3	Spectrogram 1	1	1.050579892	1.386972469	0.0	22050.0	0.336	22050.0	-45.4	
4	Waveform 1	1	4.590464849	4.988960671	0.0	22050.0	0.398	22050.0		
4	Spectrogram 1	1	4.590464849	4.988960671	0.0	22050.0	0.398	22050.0	-48.9	
5	Waveform 1	1	16.229386290	16.545077785	0.0	22050.0	0.316	22050.0		
5	Spectrogram 1	1	16.229386290	16.545077785	0.0	22050.0	0.316	22050.0	-47.3	
6	Waveform 1	1	46.945466864	47.245632547	0.0	22050.0	0.300	22050.0		
6	Spectrogram 1	1	46.945466864	47.245632547	0.0	22050.0	0.300	22050.0	-49.6	
7	Waveform 1	1	60.879673940	61.164313812	0.0	22050.0	0.285	22050.0		
7	Spectrogram 1	1	60.879673940	61.164313812	0.0	22050.0	0.285	22050.0	-51.0	
8	Waveform 1	1	65.925562585	66.225728268	0.0	22050.0	0.300	22050.0		
8	Spectrogram 1	1	65.925562585	66.225728268	0.0	22050.0	0.300	22050.0	-49.3	
9	Waveform 1	1	132.914329302	133.292124041	0.0	22050.0	0.378	22050.0		
9	Spectrogram 1	1	132.914329302	133.292124041	0.0	22050.0	0.378	22050.0	-53.0	
10	Waveform 1	1	133.292124041	133.721671485	0.0	22050.0	0.430	22050.0		
10	Spectrogram 1	1	133.292124041	133.721671485	0.0	22050.0	0.430	22050.0	-50.9	
11	Waveform 1	1	133.721671485	134.130517847	0.0	22050.0	0.409	22050.0		
11	Spectrogram 1	1	133.721671485	134.130517847	0.0	22050.0	0.409	22050.0	-51.1	
12	Waveform 1	1	134.322002852	134.715323403	0.0	22050.0	0.393	22050.0		
12	Spectrogram 1	1	134.322002852	134.715323403	0.0	22050.0	0.393	22050.0	-52.9	
13	Waveform 1	1	134.694622321	135.051715979	0.0	22050.0	0.357	22050.0		
13	Spectrogram 1	1	134.694622321	135.051715979	0.0	22050.0	0.357	22050.0	-49.5	
14	Waveform 1	1	135.051715979	135.393283826	0.0	22050.0	0.342	22050.0		
14	Spectrogram 1	1	135.051715979	135.393283826	0.0	22050.0	0.342	22050.0	-51.6	
15	Waveform 1	1	135.393283826	135.900460325	0.0	22050.0	0.507	22050.0		
15	Spectrogram 1	1	135.393283826	135.900460325	0.0	22050.0	0.507	22050.0	-52.6	
16	Waveform 1	1	155.806455230	156.204951052	0.0	22050.0	0.398	22050.0		
16	Spectrogram 1	1	155.806455230	156.204951052	0.0	22050.0	0.398	22050.0	-48.0	
17	Waveform 1	1	192.287999878	192.510536506	0.0	22050.0	0.223	22050.0		sqs.01_leaving.nest_NA
17	Spectrogram 1	1	192.287999878	192.510536506	0.0	22050.0	0.223	22050.0	-48.8	sqs.01_leaving.nest_NA
18	Waveform 1	1	192.495010695	192.831403271	0.0	22050.0	0.336	22050.0		sqs.01_leaving.nest_NA
18	Spectrogram 1	1	192.495010695	192.831403271	0.0	22050.0	0.336	22050.0	-45.9	sqs.01_leaving.nest_NA
19	Waveform 1	1	192.831403271	193.167795847	0.0	22050.0	0.336	22050.0		sqs.01_leaving.nest_NA
19	Spectrogram 1	1	192.831403271	193.167795847	0.0	22050.0	0.336	22050.0	-45.1	sqs.01_leaving.nest_NA
20	Waveform 1	1	193.157445306	193.442085179	0.0	22050.0	0.285	22050.0		sqs.01_leaving.nest_NA
20	Spectrogram 1	1	193.157445306	193.442085179	0.0	22050.0	0.285	22050.0	-46.1	sqs.01_leaving.nest_NA
21	Waveform 1	1	193.442085179	193.788828296	0.0	22050.0	0.347	22050.0		sqs.01_leaving.nest_NA
21	Spectrogram 1	1	193.442085179	193.788828296	0.0	22050.0	0.347	22050.0	-47.3	sqs.01_leaving.nest_NA
22	Waveform 1	1	412.573690245	412.879031199	0.0	22050.0	0.305	22050.0		NA_taking.off_03
22	Spectrogram 1	1	412.573690245	412.879031199	0.0	22050.0	0.305	22050.0	-46.7	NA_taking.off_03
23	Waveform 1	1	413.044639852	413.510414189	0.0	22050.0	0.466	22050.0		NA_taking.off_03
23	Spectrogram 1	1	413.044639852	413.510414189	0.0	22050.0	0.466	22050.0	-47.7	NA_taking.off_03
24	Waveform 1	1	653.169154126	653.495196161	0.0	22050.0	0.326	22050.0		NA_flight_02
24	Spectrogram 1	1	653.169154126	653.495196161	0.0	22050.0	0.326	22050.0	-44.7	NA_flight_02
25	Waveform 1	1	653.759134952	654.090352258	0.0	22050.0	0.331	22050.0		NA_flight_02
25	Spectrogram 1	1	653.759134952	654.090352258	0.0	22050.0	0.331	22050.0	-48.2	NA_flight_02
